attack,defense,angle,slide,jump,keeper,threshold
140,250,4,0,0,1,70
140,250,4,1,0,1,78
140,250,4,0,1,1,86
140,250,4,1,1,1,94
140,250,5,0,0,0,77
140,250,5,1,0,0,85
140,250,5,0,1,0,93
140,250,5,1,1,0,101
140,250,5,0,0,1,74
140,250,5,1,0,1,82
140,250,5,0,1,1,90
140,250,5,1,1,1,98
140,250,6,0,0,0,81
140,250,6,1,0,0,89
140,250,6,0,1,0,97
140,250,6,1,1,0,105
140,250,6,0,0,1,78
140,250,6,1,0,1,86
140,250,6,0,1,1,94
140,250,6,1,1,1,102
140,250,7,0,0,0,85
140,250,7,1,0,0,93
140,250,7,0,1,0,101
140,250,7,1,1,0,109
140,250,7,0,0,1,82
140,250,7,1,0,1,90
140,250,7,0,1,1,98
140,250,7,1,1,1,106
170,100,0,0,0,0,179
170,100,0,1,0,0,187
170,100,0,0,1,0,195
170,100,0,1,1,0,203
170,100,0,0,0,1,166
170,100,0,1,0,1,174
170,100,0,0,1,1,182
170,100,0,1,1,1,190
170,100,1,0,0,0,175
170,100,1,1,0,0,183
170,100,1,0,1,0,191
170,100,1,1,1,0,199
170,100,1,0,0,1,162
170,100,1,1,0,1,170
170,100,1,0,1,1,178
170,100,1,1,1,1,186
170,100,2,0,0,0,171
170,100,2,1,0,0,179
170,100,2,0,1,0,187
170,100,2,1,1,0,195
170,100,2,0,0,1,158
170,100,2,1,0,1,166
170,100,2,0,1,1,174
170,100,2,1,1,1,182
170,100,3,0,0,0,167
170,100,3,1,0,0,175
170,100,3,0,1,0,183
170,100,3,1,1,0,191
170,100,3,0,0,1,154
170,100,3,1,0,1,162
170,100,3,0,1,1,170
170,100,3,1,1,1,178
170,100,4,0,0,0,163
170,100,4,1,0,0,171
170,100,4,0,1,0,179
170,100,4,1,1,0,187
170,100,4,0,0,1,150
170,100,4,1,0,1,158
170,100,4,0,1,1,166
170,100,4,1,1,1,174
170,100,5,0,0,0,167
170,100,5,1,0,0,175
170,100,5,0,1,0,183
170,100,5,1,1,0,191
170,100,5,0,0,1,154
170,100,5,1,0,1,162
170,100,5,0,1,1,170
170,100,5,1,1,1,178
170,100,6,0,0,0,171
170,100,6,1,0,0,179
170,100,6,0,1,0,187
170,100,6,1,1,0,195
170,100,6,0,0,1,158
170,100,6,1,0,1,166
170,100,6,0,1,1,174
170,100,6,1,1,1,182
170,100,7,0,0,0,175
170,100,7,1,0,0,183
170,100,7,0,1,0,191
170,100,7,1,1,0,199
170,100,7,0,0,1,162
170,100,7,1,0,1,170
170,100,7,0,1,1,178
170,100,7,1,1,1,186
170,140,0,0,0,0,159
170,140,0,1,0,0,167
170,140,0,0,1,0,175
170,140,0,1,1,0,183
170,140,0,0,0,1,141
170,140,0,1,0,1,149
170,140,0,0,1,1,157
170,140,0,1,1,1,165
170,140,1,0,0,0,155
170,140,1,1,0,0,163
170,140,1,0,1,0,171
170,140,1,1,1,0,179
170,140,1,0,0,1,137
170,140,1,1,0,1,145
170,140,1,0,1,1,153
170,140,1,1,1,1,161
170,140,2,0,0,0,151
170,140,2,1,0,0,159
170,140,2,0,1,0,167
170,140,2,1,1,0,175
170,140,2,0,0,1,133
170,140,2,1,0,1,141
170,140,2,0,1,1,149
170,140,2,1,1,1,157
170,140,3,0,0,0,147
170,140,3,1,0,0,155
170,140,3,0,1,0,163
170,140,3,1,1,0,171
170,140,3,0,0,1,129
170,140,3,1,0,1,137
170,140,3,0,1,1,145
170,140,3,1,1,1,153
170,140,4,0,0,0,143
170,140,4,1,0,0,151
170,140,4,0,1,0,159
170,140,4,1,1,0,167
170,140,4,0,0,1,125
170,140,4,1,0,1,133
170,140,4,0,1,1,141
170,140,4,1,1,1,149
170,140,5,0,0,0,147
170,140,5,1,0,0,155
170,140,5,0,1,0,163
170,140,5,1,1,0,171
170,140,5,0,0,1,129
170,140,5,1,0,1,137
170,140,5,0,1,1,145
170,140,5,1,1,1,153
170,140,6,0,0,0,151
170,140,6,1,0,0,159
170,140,6,0,1,0,167
170,140,6,1,1,0,175
170,140,6,0,0,1,133
170,140,6,1,0,1,141
170,140,6,0,1,1,149
170,140,6,1,1,1,157
170,140,7,0,0,0,155
170,140,7,1,0,0,163
170,140,7,0,1,0,171
170,140,7,1,1,0,179
170,140,7,0,0,1,137
170,140,7,1,0,1,145
170,140,7,0,1,1,153
170,140,7,1,1,1,161
170,170,0,0,0,0,144
170,170,0,1,0,0,152
170,170,0,0,1,0,160
170,170,0,1,1,0,168
170,170,0,0,0,1,123
170,170,0,1,0,1,131
170,170,0,0,1,1,139
170,170,0,1,1,1,147
170,170,1,0,0,0,140
170,170,1,1,0,0,148
170,170,1,0,1,0,156
170,170,1,1,1,0,164
170,170,1,0,0,1,119
170,170,1,1,0,1,127
170,170,1,0,1,1,135
170,170,1,1,1,1,143
170,170,2,0,0,0,136
170,170,2,1,0,0,144
170,170,2,0,1,0,152
170,170,2,1,1,0,160
170,170,2,0,0,1,115
170,170,2,1,0,1,123
170,170,2,0,1,1,131
170,170,2,1,1,1,139
170,170,3,0,0,0,132
170,170,3,1,0,0,140
170,170,3,0,1,0,148
170,170,3,1,1,0,156
170,170,3,0,0,1,111
170,170,3,1,0,1,119
170,170,3,0,1,1,127
170,170,3,1,1,1,135
170,170,4,0,0,0,128
170,170,4,1,0,0,136
170,170,4,0,1,0,144
170,170,4,1,1,0,152
170,170,4,0,0,1,107
170,170,4,1,0,1,115
170,170,4,0,1,1,123
170,170,4,1,1,1,131
170,170,5,0,0,0,132
170,170,5,1,0,0,140
170,170,5,0,1,0,148
170,170,5,1,1,0,156
170,170,5,0,0,1,111
170,170,5,1,0,1,119
170,170,5,0,1,1,127
170,170,5,1,1,1,135
170,170,6,0,0,0,136
170,170,6,1,0,0,144
170,170,6,0,1,0,152
170,170,6,1,1,0,160
170,170,6,0,0,1,115
170,170,6,1,0,1,123
170,170,6,0,1,1,131
170,170,6,1,1,1,139
170,170,7,0,0,0,140
170,170,7,1,0,0,148
170,170,7,0,1,0,156
170,170,7,1,1,0,164
170,170,7,0,0,1,119
170,170,7,1,0,1,127
170,170,7,0,1,1,135
170,170,7,1,1,1,143
170,200,0,0,0,0,129
170,200,0,1,0,0,137
170,200,0,0,1,0,145
170,200,0,1,1,0,153
170,200,0,0,0,1,104
170,200,0,1,0,1,112
170,200,0,0,1,1,120
170,200,0,1,1,1,128
170,200,1,0,0,0,125
170,200,1,1,0,0,133
170,200,1,0,1,0,141
170,200,1,1,1,0,149
170,200,1,0,0,1,100
170,200,1,1,0,1,108
170,200,1,0,1,1,116
170,200,1,1,1,1,124
170,200,2,0,0,0,121
170,200,2,1,0,0,129
170,200,2,0,1,0,137
170,200,2,1,1,0,145
170,200,2,0,0,1,96
170,200,2,1,0,1,104
170,200,2,0,1,1,112
170,200,2,1,1,1,120
170,200,3,0,0,0,117
170,200,3,1,0,0,125
170,200,3,0,1,0,133
170,200,3,1,1,0,141
170,200,3,0,0,1,92
170,200,3,1,0,1,100
170,200,3,0,1,1,108
170,200,3,1,1,1,116
170,200,4,0,0,0,113
170,200,4,1,0,0,121
170,200,4,0,1,0,129
170,200,4,1,1,0,137
170,200,4,0,0,1,88
170,200,4,1,0,1,96
170,200,4,0,1,1,104
170,200,4,1,1,1,112
170,200,5,0,0,0,117
170,200,5,1,0,0,125
170,200,5,0,1,0,133
170,200,5,1,1,0,141
170,200,5,0,0,1,92
170,200,5,1,0,1,100
170,200,5,0,1,1,108
170,200,5,1,1,1,116
170,200,6,0,0,0,121
170,200,6,1,0,0,129
170,200,6,0,1,0,137
170,200,6,1,1,0,145
170,200,6,0,0,1,96
170,200,6,1,0,1,104
170,200,6,0,1,1,112
170,200,6,1,1,1,120
170,200,7,0,0,0,125
170,200,7,1,0,0,133
170,200,7,0,1,0,141
170,200,7,1,1,0,149
170,200,7,0,0,1,100
170,200,7,1,0,1,108
170,200,7,0,1,1,116
170,200,7,1,1,1,124
170,204,0,0,0,0,127
170,204,0,1,0,0,135
170,204,0,0,1,0,143
170,204,0,1,1,0,151
170,204,0,0,0,1,101
170,204,0,1,0,1,109
170,204,0,0,1,1,117
170,204,0,1,1,1,125
170,204,1,0,0,0,123
170,204,1,1,0,0,131
170,204,1,0,1,0,139
170,204,1,1,1,0,147
170,204,1,0,0,1,97
170,204,1,1,0,1,105
170,204,1,0,1,1,113
170,204,1,1,1,1,121
170,204,2,0,0,0,119
170,204,2,1,0,0,127
170,204,2,0,1,0,135
170,204,2,1,1,0,143
170,204,2,0,0,1,93
170,204,2,1,0,1,101
170,204,2,0,1,1,109
170,204,2,1,1,1,117
170,204,3,0,0,0,115
170,204,3,1,0,0,123
170,204,3,0,1,0,131
170,204,3,1,1,0,139
170,204,3,0,0,1,89
170,204,3,1,0,1,97
170,204,3,0,1,1,105
170,204,3,1,1,1,113
170,204,4,0,0,0,111
170,204,4,1,0,0,119
170,204,4,0,1,0,127
170,204,4,1,1,0,135
170,204,4,0,0,1,85
170,204,4,1,0,1,93
170,204,4,0,1,1,101
170,204,4,1,1,1,109
170,204,5,0,0,0,115
170,204,5,1,0,0,123
170,204,5,0,1,0,131
170,204,5,1,1,0,139
170,204,5,0,0,1,89
170,204,5,1,0,1,97
170,204,5,0,1,1,105
170,204,5,1,1,1,113
170,204,6,0,0,0,119
170,204,6,1,0,0,127
170,204,6,0,1,0,135
170,204,6,1,1,0,143
170,204,6,0,0,1,93
170,204,6,1,0,1,101
170,204,6,0,1,1,109
170,204,6,1,1,1,117
170,204,7,0,0,0,123
170,204,7,1,0,0,131
170,204,7,0,1,0,139
170,204,7,1,1,0,147
170,204,7,0,0,1,97
170,204,7,1,0,1,105
170,204,7,0,1,1,113
170,204,7,1,1,1,121
170,205,0,0,0,0,126
170,205,0,1,0,0,134
170,205,0,0,1,0,142
170,205,0,1,1,0,150
170,205,0,0,0,1,101
170,205,0,1,0,1,109
170,205,0,0,1,1,117
170,205,0,1,1,1,125
170,205,1,0,0,0,122
170,205,1,1,0,0,130
170,205,1,0,1,0,138
170,205,1,1,1,0,146
170,205,1,0,0,1,97
170,205,1,1,0,1,105
170,205,1,0,1,1,113
170,205,1,1,1,1,121
170,205,2,0,0,0,118
170,205,2,1,0,0,126
170,205,2,0,1,0,134
170,205,2,1,1,0,142
170,205,2,0,0,1,93
170,205,2,1,0,1,101
170,205,2,0,1,1,109
170,205,2,1,1,1,117
170,205,3,0,0,0,114
170,205,3,1,0,0,122
170,205,3,0,1,0,130
170,205,3,1,1,0,138
170,205,3,0,0,1,89
170,205,3,1,0,1,97
170,205,3,0,1,1,105
170,205,3,1,1,1,113
170,205,4,0,0,0,110
170,205,4,1,0,0,118
170,205,4,0,1,0,126
170,205,4,1,1,0,134
170,205,4,0,0,1,85
170,205,4,1,0,1,93
170,205,4,0,1,1,101
170,205,4,1,1,1,109
170,205,5,0,0,0,114
170,205,5,1,0,0,122
170,205,5,0,1,0,130
170,205,5,1,1,0,138
170,205,5,0,0,1,89
170,205,5,1,0,1,97
170,205,5,0,1,1,105
170,205,5,1,1,1,113
170,205,6,0,0,0,118
170,205,6,1,0,0,126
170,205,6,0,1,0,134
170,205,6,1,1,0,142
170,205,6,0,0,1,93
170,205,6,1,0,1,101
170,205,6,0,1,1,109
170,205,6,1,1,1,117
170,205,7,0,0,0,122
170,205,7,1,0,0,130
170,205,7,0,1,0,138
170,205,7,1,1,0,146
170,205,7,0,0,1,97
170,205,7,1,0,1,105
170,205,7,0,1,1,113
170,205,7,1,1,1,121
170,249,0,0,0,0,104
170,249,0,1,0,0,112
170,249,0,0,1,0,120
170,249,0,1,1,0,128
170,249,0,0,0,1,101
170,249,0,1,0,1,109
170,249,0,0,1,1,117
170,249,0,1,1,1,125
170,249,1,0,0,0,100
170,249,1,1,0,0,108
170,249,1,0,1,0,116
170,249,1,1,1,0,124
170,249,1,0,0,1,97
170,249,1,1,0,1,105
170,249,1,0,1,1,113
170,249,1,1,1,1,121
170,249,2,0,0,0,96
170,249,2,1,0,0,104
170,249,2,0,1,0,112
170,249,2,1,1,0,120
170,249,2,0,0,1,93
170,249,2,1,0,1,101
170,249,2,0,1,1,109
170,249,2,1,1,1,117
170,249,3,0,0,0,92
170,249,3,1,0,0,100
170,249,3,0,1,0,108
170,249,3,1,1,0,116
170,249,3,0,0,1,89
170,249,3,1,0,1,97
170,249,3,0,1,1,105
170,249,3,1,1,1,113
170,249,4,0,0,0,88
170,249,4,1,0,0,96
170,249,4,0,1,0,104
170,249,4,1,1,0,112
170,249,4,0,0,1,85
170,249,4,1,0,1,93
170,249,4,0,1,1,101
170,249,4,1,1,1,109
170,249,5,0,0,0,92
170,249,5,1,0,0,100
170,249,5,0,1,0,108
170,249,5,1,1,0,116
170,249,5,0,0,1,89
170,249,5,1,0,1,97
170,249,5,0,1,1,105
170,249,5,1,1,1,113
170,249,6,0,0,0,96
170,249,6,1,0,0,104
170,249,6,0,1,0,112
170,249,6,1,1,0,120
170,249,6,0,0,1,93
170,249,6,1,0,1,101
170,249,6,0,1,1,109
170,249,6,1,1,1,117
170,249,7,0,0,0,100
170,249,7,1,0,0,108
170,249,7,0,1,0,116
170,249,7,1,1,0,124
170,249,7,0,0,1,97
170,249,7,1,0,1,105
170,249,7,0,1,1,113
170,249,7,1,1,1,121
170,250,0,0,0,0,104
170,250,0,1,0,0,112
170,250,0,0,1,0,120
170,250,0,1,1,0,128
170,250,0,0,0,1,101
170,250,0,1,0,1,109
170,250,0,0,1,1,117
170,250,0,1,1,1,125
170,250,1,0,0,0,100
170,250,1,1,0,0,108
170,250,1,0,1,0,116
170,250,1,1,1,0,124
170,250,1,0,0,1,97
170,250,1,1,0,1,105
170,250,1,0,1,1,113
170,250,1,1,1,1,121
170,250,2,0,0,0,96
170,250,2,1,0,0,104
170,250,2,0,1,0,112
170,250,2,1,1,0,120
170,250,2,0,0,1,93
170,250,2,1,0,1,101
170,250,2,0,1,1,109
170,250,2,1,1,1,117
170,250,3,0,0,0,92
170,250,3,1,0,0,100
170,250,3,0,1,0,108
170,250,3,1,1,0,116
170,250,3,0,0,1,89
170,250,3,1,0,1,97
170,250,3,0,1,1,105
170,250,3,1,1,1,113
170,250,4,0,0,0,88
170,250,4,1,0,0,96
170,250,4,0,1,0,104
170,250,4,1,1,0,112
170,250,4,0,0,1,85
170,250,4,1,0,1,93
170,250,4,0,1,1,101
170,250,4,1,1,1,109
170,250,5,0,0,0,92
170,250,5,1,0,0,100
170,250,5,0,1,0,108
170,250,5,1,1,0,116
170,250,5,0,0,1,89
170,250,5,1,0,1,97
170,250,5,0,1,1,105
170,250,5,1,1,1,113
170,250,6,0,0,0,96
170,250,6,1,0,0,104
170,250,6,0,1,0,112
170,250,6,1,1,0,120
170,250,6,0,0,1,93
170,250,6,1,0,1,101
170,250,6,0,1,1,109
170,250,6,1,1,1,117
170,250,7,0,0,0,100
170,250,7,1,0,0,108
170,250,7,0,1,0,116
170,250,7,1,1,0,124
170,250,7,0,0,1,97
170,250,7,1,0,1,105
170,250,7,0,1,1,113
170,250,7,1,1,1,121
200,100,0,0,0,0,194
200,100,0,1,0,0,202
200,100,0,0,1,0,210
200,100,0,1,1,0,218
200,100,0,0,0,1,181
200,100,0,1,0,1,189
200,100,0,0,1,1,197
200,100,0,1,1,1,205
200,100,1,0,0,0,190
200,100,1,1,0,0,198
200,100,1,0,1,0,206
200,100,1,1,1,0,214
200,100,1,0,0,1,177
200,100,1,1,0,1,185
200,100,1,0,1,1,193
200,100,1,1,1,1,201
200,100,2,0,0,0,186
200,100,2,1,0,0,194
200,100,2,0,1,0,202
200,100,2,1,1,0,210
200,100,2,0,0,1,173
200,100,2,1,0,1,181
200,100,2,0,1,1,189
200,100,2,1,1,1,197
200,100,3,0,0,0,182
200,100,3,1,0,0,190
200,100,3,0,1,0,198
200,100,3,1,1,0,206
200,100,3,0,0,1,169
200,100,3,1,0,1,177
200,100,3,0,1,1,185
200,100,3,1,1,1,193
200,100,4,0,0,0,178
200,100,4,1,0,0,186
200,100,4,0,1,0,194
200,100,4,1,1,0,202
200,100,4,0,0,1,165
200,100,4,1,0,1,173
200,100,4,0,1,1,181
200,100,4,1,1,1,189
200,100,5,0,0,0,182
200,100,5,1,0,0,190
200,100,5,0,1,0,198
200,100,5,1,1,0,206
200,100,5,0,0,1,169
200,100,5,1,0,1,177
200,100,5,0,1,1,185
200,100,5,1,1,1,193
200,100,6,0,0,0,186
200,100,6,1,0,0,194
200,100,6,0,1,0,202
200,100,6,1,1,0,210
200,100,6,0,0,1,173
200,100,6,1,0,1,181
200,100,6,0,1,1,189
200,100,6,1,1,1,197
200,100,7,0,0,0,190
200,100,7,1,0,0,198
200,100,7,0,1,0,206
200,100,7,1,1,0,214
200,100,7,0,0,1,177
200,100,7,1,0,1,185
200,100,7,0,1,1,193
200,100,7,1,1,1,201
200,140,0,0,0,0,174
200,140,0,1,0,0,182
200,140,0,0,1,0,190
200,140,0,1,1,0,198
200,140,0,0,0,1,156
200,140,0,1,0,1,164
200,140,0,0,1,1,172
200,140,0,1,1,1,180
200,140,1,0,0,0,170
200,140,1,1,0,0,178
200,140,1,0,1,0,186
200,140,1,1,1,0,194
200,140,1,0,0,1,152
200,140,1,1,0,1,160
200,140,1,0,1,1,168
200,140,1,1,1,1,176
200,140,2,0,0,0,166
200,140,2,1,0,0,174
200,140,2,0,1,0,182
200,140,2,1,1,0,190
200,140,2,0,0,1,148
200,140,2,1,0,1,156
200,140,2,0,1,1,164
200,140,2,1,1,1,172
200,140,3,0,0,0,162
200,140,3,1,0,0,170
200,140,3,0,1,0,178
200,140,3,1,1,0,186
200,140,3,0,0,1,144
200,140,3,1,0,1,152
200,140,3,0,1,1,160
200,140,3,1,1,1,168
200,140,4,0,0,0,158
200,140,4,1,0,0,166
200,140,4,0,1,0,174
200,140,4,1,1,0,182
200,140,4,0,0,1,140
200,140,4,1,0,1,148
200,140,4,0,1,1,156
200,140,4,1,1,1,164
200,140,5,0,0,0,162
200,140,5,1,0,0,170
200,140,5,0,1,0,178
200,140,5,1,1,0,186
200,140,5,0,0,1,144
200,140,5,1,0,1,152
200,140,5,0,1,1,160
200,140,5,1,1,1,168
200,140,6,0,0,0,166
200,140,6,1,0,0,174
200,140,6,0,1,0,182
200,140,6,1,1,0,190
200,140,6,0,0,1,148
200,140,6,1,0,1,156
200,140,6,0,1,1,164
200,140,6,1,1,1,172
200,140,7,0,0,0,170
200,140,7,1,0,0,178
200,140,7,0,1,0,186
200,140,7,1,1,0,194
200,140,7,0,0,1,152
200,140,7,1,0,1,160
200,140,7,0,1,1,168
200,140,7,1,1,1,176
200,170,0,0,0,0,159
200,170,0,1,0,0,167
200,170,0,0,1,0,175
200,170,0,1,1,0,183
200,170,0,0,0,1,138
200,170,0,1,0,1,146
200,170,0,0,1,1,154
200,170,0,1,1,1,162
200,170,1,0,0,0,155
200,170,1,1,0,0,163
200,170,1,0,1,0,171
200,170,1,1,1,0,179
200,170,1,0,0,1,134
200,170,1,1,0,1,142
200,170,1,0,1,1,150
200,170,1,1,1,1,158
200,170,2,0,0,0,151
200,170,2,1,0,0,159
200,170,2,0,1,0,167
200,170,2,1,1,0,175
200,170,2,0,0,1,130
200,170,2,1,0,1,138
200,170,2,0,1,1,146
200,170,2,1,1,1,154
200,170,3,0,0,0,147
200,170,3,1,0,0,155
200,170,3,0,1,0,163
200,170,3,1,1,0,171
200,170,3,0,0,1,126
200,170,3,1,0,1,134
200,170,3,0,1,1,142
200,170,3,1,1,1,150
200,170,4,0,0,0,143
200,170,4,1,0,0,151
200,170,4,0,1,0,159
200,170,4,1,1,0,167
200,170,4,0,0,1,122
200,170,4,1,0,1,130
200,170,4,0,1,1,138
200,170,4,1,1,1,146
200,170,5,0,0,0,147
200,170,5,1,0,0,155
200,170,5,0,1,0,163
200,170,5,1,1,0,171
200,170,5,0,0,1,126
200,170,5,1,0,1,134
200,170,5,0,1,1,142
200,170,5,1,1,1,150
200,170,6,0,0,0,151
200,170,6,1,0,0,159
200,170,6,0,1,0,167
200,170,6,1,1,0,175
200,170,6,0,0,1,130
200,170,6,1,0,1,138
200,170,6,0,1,1,146
200,170,6,1,1,1,154
200,170,7,0,0,0,155
200,170,7,1,0,0,163
200,170,7,0,1,0,171
200,170,7,1,1,0,179
200,170,7,0,0,1,134
200,170,7,1,0,1,142
200,170,7,0,1,1,150
200,170,7,1,1,1,158
200,200,0,0,0,0,144
200,200,0,1,0,0,152
200,200,0,0,1,0,160
200,200,0,1,1,0,168
200,200,0,0,0,1,119
200,200,0,1,0,1,127
200,200,0,0,1,1,135
200,200,0,1,1,1,143
200,200,1,0,0,0,140
200,200,1,1,0,0,148
200,200,1,0,1,0,156
200,200,1,1,1,0,164
200,200,1,0,0,1,115
200,200,1,1,0,1,123
200,200,1,0,1,1,131
200,200,1,1,1,1,139
200,200,2,0,0,0,136
200,200,2,1,0,0,144
200,200,2,0,1,0,152
200,200,2,1,1,0,160
200,200,2,0,0,1,111
200,200,2,1,0,1,119
200,200,2,0,1,1,127
200,200,2,1,1,1,135
200,200,3,0,0,0,132
200,200,3,1,0,0,140
200,200,3,0,1,0,148
200,200,3,1,1,0,156
200,200,3,0,0,1,107
200,200,3,1,0,1,115
200,200,3,0,1,1,123
200,200,3,1,1,1,131
200,200,4,0,0,0,128
200,200,4,1,0,0,136
200,200,4,0,1,0,144
200,200,4,1,1,0,152
200,200,4,0,0,1,103
200,200,4,1,0,1,111
200,200,4,0,1,1,119
200,200,4,1,1,1,127
200,200,5,0,0,0,132
200,200,5,1,0,0,140
200,200,5,0,1,0,148
200,200,5,1,1,0,156
200,200,5,0,0,1,107
200,200,5,1,0,1,115
200,200,5,0,1,1,123
200,200,5,1,1,1,131
200,200,6,0,0,0,136
200,200,6,1,0,0,144
200,200,6,0,1,0,152
200,200,6,1,1,0,160
200,200,6,0,0,1,111
200,200,6,1,0,1,119
200,200,6,0,1,1,127
200,200,6,1,1,1,135
200,200,7,0,0,0,140
200,200,7,1,0,0,148
200,200,7,0,1,0,156
200,200,7,1,1,0,164
200,200,7,0,0,1,115
200,200,7,1,0,1,123
200,200,7,0,1,1,131
200,200,7,1,1,1,139
200,204,0,0,0,0,142
200,204,0,1,0,0,150
200,204,0,0,1,0,158
200,204,0,1,1,0,166
200,204,0,0,0,1,116
200,204,0,1,0,1,124
200,204,0,0,1,1,132
200,204,0,1,1,1,140
200,204,1,0,0,0,138
200,204,1,1,0,0,146
200,204,1,0,1,0,154
200,204,1,1,1,0,162
200,204,1,0,0,1,112
200,204,1,1,0,1,120
200,204,1,0,1,1,128
200,204,1,1,1,1,136
200,204,2,0,0,0,134
200,204,2,1,0,0,142
200,204,2,0,1,0,150
200,204,2,1,1,0,158
200,204,2,0,0,1,108
200,204,2,1,0,1,116
200,204,2,0,1,1,124
200,204,2,1,1,1,132
200,204,3,0,0,0,130
200,204,3,1,0,0,138
200,204,3,0,1,0,146
200,204,3,1,1,0,154
200,204,3,0,0,1,104
200,204,3,1,0,1,112
200,204,3,0,1,1,120
200,204,3,1,1,1,128
200,204,4,0,0,0,126
200,204,4,1,0,0,134
200,204,4,0,1,0,142
200,204,4,1,1,0,150
200,204,4,0,0,1,100
200,204,4,1,0,1,108
200,204,4,0,1,1,116
200,204,4,1,1,1,124
200,204,5,0,0,0,130
200,204,5,1,0,0,138
200,204,5,0,1,0,146
200,204,5,1,1,0,154
200,204,5,0,0,1,104
200,204,5,1,0,1,112
200,204,5,0,1,1,120
200,204,5,1,1,1,128
200,204,6,0,0,0,134
200,204,6,1,0,0,142
200,204,6,0,1,0,150
200,204,6,1,1,0,158
200,204,6,0,0,1,108
200,204,6,1,0,1,116
200,204,6,0,1,1,124
200,204,6,1,1,1,132
200,204,7,0,0,0,138
200,204,7,1,0,0,146
200,204,7,0,1,0,154
200,204,7,1,1,0,162
200,204,7,0,0,1,112
200,204,7,1,0,1,120
200,204,7,0,1,1,128
200,204,7,1,1,1,136
200,205,0,0,0,0,141
200,205,0,1,0,0,149
200,205,0,0,1,0,157
200,205,0,1,1,0,165
200,205,0,0,0,1,116
200,205,0,1,0,1,124
200,205,0,0,1,1,132
200,205,0,1,1,1,140
200,205,1,0,0,0,137
200,205,1,1,0,0,145
200,205,1,0,1,0,153
200,205,1,1,1,0,161
200,205,1,0,0,1,112
200,205,1,1,0,1,120
200,205,1,0,1,1,128
200,205,1,1,1,1,136
200,205,2,0,0,0,133
200,205,2,1,0,0,141
200,205,2,0,1,0,149
200,205,2,1,1,0,157
200,205,2,0,0,1,108
200,205,2,1,0,1,116
200,205,2,0,1,1,124
200,205,2,1,1,1,132
200,205,3,0,0,0,129
200,205,3,1,0,0,137
200,205,3,0,1,0,145
200,205,3,1,1,0,153
200,205,3,0,0,1,104
200,205,3,1,0,1,112
200,205,3,0,1,1,120
200,205,3,1,1,1,128
200,205,4,0,0,0,125
200,205,4,1,0,0,133
200,205,4,0,1,0,141
200,205,4,1,1,0,149
200,205,4,0,0,1,100
200,205,4,1,0,1,108
200,205,4,0,1,1,116
200,205,4,1,1,1,124
200,205,5,0,0,0,129
200,205,5,1,0,0,137
200,205,5,0,1,0,145
200,205,5,1,1,0,153
200,205,5,0,0,1,104
200,205,5,1,0,1,112
200,205,5,0,1,1,120
200,205,5,1,1,1,128
200,205,6,0,0,0,133
200,205,6,1,0,0,141
200,205,6,0,1,0,149
200,205,6,1,1,0,157
200,205,6,0,0,1,108
200,205,6,1,0,1,116
200,205,6,0,1,1,124
200,205,6,1,1,1,132
200,205,7,0,0,0,137
200,205,7,1,0,0,145
200,205,7,0,1,0,153
200,205,7,1,1,0,161
200,205,7,0,0,1,112
200,205,7,1,0,1,120
200,205,7,0,1,1,128
200,205,7,1,1,1,136
200,249,0,0,0,0,119
200,249,0,1,0,0,127
200,249,0,0,1,0,135
200,249,0,1,1,0,143
200,249,0,0,0,1,116
200,249,0,1,0,1,124
200,249,0,0,1,1,132
200,249,0,1,1,1,140
200,249,1,0,0,0,115
200,249,1,1,0,0,123
200,249,1,0,1,0,131
200,249,1,1,1,0,139
200,249,1,0,0,1,112
200,249,1,1,0,1,120
200,249,1,0,1,1,128
200,249,1,1,1,1,136
200,249,2,0,0,0,111
200,249,2,1,0,0,119
200,249,2,0,1,0,127
200,249,2,1,1,0,135
200,249,2,0,0,1,108
200,249,2,1,0,1,116
200,249,2,0,1,1,124
200,249,2,1,1,1,132
200,249,3,0,0,0,107
200,249,3,1,0,0,115
200,249,3,0,1,0,123
200,249,3,1,1,0,131
200,249,3,0,0,1,104
200,249,3,1,0,1,112
200,249,3,0,1,1,120
200,249,3,1,1,1,128
200,249,4,0,0,0,103
200,249,4,1,0,0,111
200,249,4,0,1,0,119
200,249,4,1,1,0,127
200,249,4,0,0,1,100
200,249,4,1,0,1,108
200,249,4,0,1,1,116
200,249,4,1,1,1,124
200,249,5,0,0,0,107
200,249,5,1,0,0,115
200,249,5,0,1,0,123
200,249,5,1,1,0,131
200,249,5,0,0,1,104
200,249,5,1,0,1,112
200,249,5,0,1,1,120
200,249,5,1,1,1,128
200,249,6,0,0,0,111
200,249,6,1,0,0,119
200,249,6,0,1,0,127
200,249,6,1,1,0,135
200,249,6,0,0,1,108
200,249,6,1,0,1,116
200,249,6,0,1,1,124
200,249,6,1,1,1,132
200,249,7,0,0,0,115
200,249,7,1,0,0,123
200,249,7,0,1,0,131
200,249,7,1,1,0,139
200,249,7,0,0,1,112
200,249,7,1,0,1,120
200,249,7,0,1,1,128
200,249,7,1,1,1,136
200,250,0,0,0,0,119
200,250,0,1,0,0,127
200,250,0,0,1,0,135
200,250,0,1,1,0,143
200,250,0,0,0,1,116
200,250,0,1,0,1,124
200,250,0,0,1,1,132
200,250,0,1,1,1,140
200,250,1,0,0,0,115
200,250,1,1,0,0,123
