team,intelligence,distance,flags,x,dx,selected
1,250,200,0,212,0,1
1,250,200,0,212,1,1
1,250,200,0,213,-1,1
1,250,200,0,213,0,1
1,250,200,0,213,1,1
1,250,200,0,214,-1,1
1,250,200,0,214,0,1
1,250,200,0,214,1,1
1,250,200,16,212,-1,1
1,250,200,16,212,0,1
1,250,200,16,212,1,1
1,250,200,16,213,-1,1
1,250,200,16,213,0,1
1,250,200,16,213,1,1
1,250,200,16,214,-1,1
1,250,200,16,214,0,1
1,250,200,16,214,1,1
1,250,200,64,212,-1,1
1,250,200,64,212,0,1
1,250,200,64,212,1,1
1,250,200,64,213,-1,1
1,250,200,64,213,0,1
1,250,200,64,213,1,1
1,250,200,64,214,-1,1
1,250,200,64,214,0,1
1,250,200,64,214,1,1
1,250,200,80,212,-1,1
1,250,200,80,212,0,1
1,250,200,80,212,1,1
1,250,200,80,213,-1,1
1,250,200,80,213,0,1
1,250,200,80,213,1,1
1,250,200,80,214,-1,1
1,250,200,80,214,0,1
1,250,200,80,214,1,1
1,250,499,0,212,-1,1
1,250,499,0,212,0,1
1,250,499,0,212,1,1
1,250,499,0,213,-1,1
1,250,499,0,213,0,1
1,250,499,0,213,1,1
1,250,499,0,214,-1,1
1,250,499,0,214,0,1
1,250,499,0,214,1,1
1,250,499,16,212,-1,1
1,250,499,16,212,0,1
1,250,499,16,212,1,1
1,250,499,16,213,-1,1
1,250,499,16,213,0,1
1,250,499,16,213,1,1
1,250,499,16,214,-1,1
1,250,499,16,214,0,1
1,250,499,16,214,1,1
1,250,499,64,212,-1,1
1,250,499,64,212,0,1
1,250,499,64,212,1,1
1,250,499,64,213,-1,1
1,250,499,64,213,0,1
1,250,499,64,213,1,1
1,250,499,64,214,-1,1
1,250,499,64,214,0,1
1,250,499,64,214,1,1
1,250,499,80,212,-1,1
1,250,499,80,212,0,1
1,250,499,80,212,1,1
1,250,499,80,213,-1,1
1,250,499,80,213,0,1
1,250,499,80,213,1,1
1,250,499,80,214,-1,1
1,250,499,80,214,0,1
1,250,499,80,214,1,1
1,250,500,0,212,-1,1
1,250,500,0,212,0,1
1,250,500,0,212,1,1
1,250,500,0,213,-1,1
1,250,500,0,213,0,1
1,250,500,0,213,1,1
1,250,500,0,214,-1,1
1,250,500,0,214,0,1
1,250,500,0,214,1,1
1,250,500,16,212,-1,1
1,250,500,16,212,0,1
1,250,500,16,212,1,1
1,250,500,16,213,-1,1
1,250,500,16,213,0,1
1,250,500,16,213,1,1
1,250,500,16,214,-1,1
1,250,500,16,214,0,1
1,250,500,16,214,1,1
1,250,500,64,212,-1,1
1,250,500,64,212,0,1
1,250,500,64,212,1,1
1,250,500,64,213,-1,1
1,250,500,64,213,0,1
1,250,500,64,213,1,1
1,250,500,64,214,-1,1
1,250,500,64,214,0,1
1,250,500,64,214,1,1
1,250,500,80,212,-1,1
1,250,500,80,212,0,1
1,250,500,80,212,1,1
1,250,500,80,213,-1,1
1,250,500,80,213,0,1
1,250,500,80,213,1,1
1,250,500,80,214,-1,1
1,250,500,80,214,0,1
1,250,500,80,214,1,1
