power,stamina,energy,base,remaining,agr,att,def,spd,thr,pow,sta,int
170,249,8,250,4,248,248,248,248,248,248,247,248
170,249,16,100,12,100,100,100,100,100,100,247,100
170,249,16,101,12,100,100,100,100,100,100,247,100
170,249,16,173,12,171,171,171,171,171,171,247,171
170,249,16,250,12,248,248,248,248,248,248,247,248
170,249,64,100,60,100,100,100,100,100,100,247,100
170,249,64,101,60,100,100,100,100,100,100,247,100
170,249,64,173,60,171,171,171,171,171,171,247,171
170,249,64,250,60,248,248,248,248,248,248,247,248
170,249,127,100,123,100,100,100,100,100,100,247,100
170,249,127,101,123,100,100,100,100,100,100,247,100
170,249,127,173,123,171,171,171,171,171,171,247,171
170,249,127,250,123,248,248,248,248,248,248,247,248
170,249,128,100,124,100,100,100,100,100,100,247,100
170,249,128,101,124,100,100,100,100,100,100,247,100
170,249,128,173,124,171,171,171,171,171,171,247,171
170,249,128,250,124,248,248,248,248,248,248,247,248
170,250,1,100,0,100,100,100,100,100,100,248,100
170,250,1,101,0,100,100,100,100,100,100,248,100
170,250,1,173,0,171,171,171,171,171,171,248,171
170,250,1,250,0,248,248,248,248,248,248,248,248
170,250,8,100,4,100,100,100,100,100,100,248,100
170,250,8,101,4,100,100,100,100,100,100,248,100
170,250,8,173,4,171,171,171,171,171,171,248,171
170,250,8,250,4,248,248,248,248,248,248,248,248
170,250,16,100,12,100,100,100,100,100,100,248,100
170,250,16,101,12,100,100,100,100,100,100,248,100
170,250,16,173,12,171,171,171,171,171,171,248,171
170,250,16,250,12,248,248,248,248,248,248,248,248
170,250,64,100,60,100,100,100,100,100,100,248,100
170,250,64,101,60,100,100,100,100,100,100,248,100
170,250,64,173,60,171,171,171,171,171,171,248,171
170,250,64,250,60,248,248,248,248,248,248,248,248
170,250,127,100,123,100,100,100,100,100,100,248,100
170,250,127,101,123,100,100,100,100,100,100,248,100
170,250,127,173,123,171,171,171,171,171,171,248,171
170,250,127,250,123,248,248,248,248,248,248,248,248
170,250,128,100,124,100,100,100,100,100,100,248,100
170,250,128,101,124,100,100,100,100,100,100,248,100
170,250,128,173,124,171,171,171,171,171,171,248,171
170,250,128,250,124,248,248,248,248,248,248,248,248
200,100,1,100,0,100,100,100,100,100,100,100,100
200,100,1,101,0,100,100,100,100,100,100,100,100
200,100,1,173,0,166,166,166,166,166,166,100,166
200,100,1,250,0,243,243,243,243,243,243,100,243
200,100,8,100,0,100,100,100,100,100,100,100,100
200,100,8,101,0,100,100,100,100,100,100,100,100
200,100,8,173,0,166,166,166,166,166,166,100,166
200,100,8,250,0,243,243,243,243,243,243,100,243
200,100,16,100,1,100,100,100,100,100,100,100,100
200,100,16,101,1,100,100,100,100,100,100,100,100
200,100,16,173,1,166,166,166,166,166,166,100,166
200,100,16,250,1,243,243,243,243,243,243,100,243
200,100,64,100,49,100,100,100,100,100,100,100,100
200,100,64,101,49,100,100,100,100,100,100,100,100
200,100,64,173,49,166,166,166,166,166,166,100,166
200,100,64,250,49,243,243,243,243,243,243,100,243
200,100,127,100,112,100,100,100,100,100,100,100,100
200,100,127,101,112,100,100,100,100,100,100,100,100
200,100,127,173,112,166,166,166,166,166,166,100,166
200,100,127,250,112,243,243,243,243,243,243,100,243
200,100,128,100,113,100,100,100,100,100,100,100,100
200,100,128,101,113,100,100,100,100,100,100,100,100
200,100,128,173,113,166,166,166,166,166,166,100,166
200,100,128,250,113,243,243,243,243,243,243,100,243
200,140,1,100,0,100,100,100,100,100,100,134,100
200,140,1,101,0,100,100,100,100,100,100,134,100
200,140,1,173,0,167,167,167,167,167,167,134,167
200,140,1,250,0,244,244,244,244,244,244,134,244
200,140,8,100,0,100,100,100,100,100,100,134,100
200,140,8,101,0,100,100,100,100,100,100,134,100
200,140,8,173,0,167,167,167,167,167,167,134,167
200,140,8,250,0,244,244,244,244,244,244,134,244
200,140,16,100,3,100,100,100,100,100,100,134,100
200,140,16,101,3,100,100,100,100,100,100,134,100
200,140,16,173,3,167,167,167,167,167,167,134,167
200,140,16,250,3,244,244,244,244,244,244,134,244
200,140,64,100,51,100,100,100,100,100,100,134,100
200,140,64,101,51,100,100,100,100,100,100,134,100
200,140,64,173,51,167,167,167,167,167,167,134,167
200,140,64,250,51,244,244,244,244,244,244,134,244
200,140,127,100,114,100,100,100,100,100,100,134,100
200,140,127,101,114,100,100,100,100,100,100,134,100
200,140,127,173,114,167,167,167,167,167,167,134,167
200,140,127,250,114,244,244,244,244,244,244,134,244
200,140,128,100,115,100,100,100,100,100,100,134,100
200,140,128,101,115,100,100,100,100,100,100,134,100
200,140,128,173,115,167,167,167,167,167,167,134,167
200,140,128,250,115,244,244,244,244,244,244,134,244
200,170,1,100,0,100,100,100,100,100,100,165,100
200,170,1,101,0,100,100,100,100,100,100,165,100
200,170,1,173,0,168,168,168,168,168,168,165,168
200,170,1,250,0,245,245,245,245,245,245,165,245
200,170,8,100,0,100,100,100,100,100,100,165,100
200,170,8,101,0,100,100,100,100,100,100,165,100
200,170,8,173,0,168,168,168,168,168,168,165,168
200,170,8,250,0,245,245,245,245,245,245,165,245
200,170,16,100,5,100,100,100,100,100,100,165,100
200,170,16,101,5,100,100,100,100,100,100,165,100
200,170,16,173,5,168,168,168,168,168,168,165,168
200,170,16,250,5,245,245,245,245,245,245,165,245
200,170,64,100,53,100,100,100,100,100,100,165,100
200,170,64,101,53,100,100,100,100,100,100,165,100
200,170,64,173,53,168,168,168,168,168,168,165,168
200,170,64,250,53,245,245,245,245,245,245,165,245
200,170,127,100,116,100,100,100,100,100,100,165,100
200,170,127,101,116,100,100,100,100,100,100,165,100
200,170,127,173,116,168,168,168,168,168,168,165,168
200,170,127,250,116,245,245,245,245,245,245,165,245
200,170,128,100,117,100,100,100,100,100,100,165,100
200,170,128,101,117,100,100,100,100,100,100,165,100
200,170,128,173,117,168,168,168,168,168,168,165,168
200,170,128,250,117,245,245,245,245,245,245,165,245
200,200,1,100,0,100,100,100,100,100,100,196,100
200,200,1,101,0,100,100,100,100,100,100,196,100
200,200,1,173,0,169,169,169,169,169,169,196,169
200,200,1,250,0,246,246,246,246,246,246,196,246
200,200,8,100,0,100,100,100,100,100,100,196,100
200,200,8,101,0,100,100,100,100,100,100,196,100
200,200,8,173,0,169,169,169,169,169,169,196,169
200,200,8,250,0,246,246,246,246,246,246,196,246
200,200,16,100,7,100,100,100,100,100,100,196,100
200,200,16,101,7,100,100,100,100,100,100,196,100
200,200,16,173,7,169,169,169,169,169,169,196,169
200,200,16,250,7,246,246,246,246,246,246,196,246
200,200,64,100,55,100,100,100,100,100,100,196,100
200,200,64,101,55,100,100,100,100,100,100,196,100
200,200,64,173,55,169,169,169,169,169,169,196,169
200,200,64,250,55,246,246,246,246,246,246,196,246
200,200,127,100,118,100,100,100,100,100,100,196,100
200,200,127,101,118,100,100,100,100,100,100,196,100
200,200,127,173,118,169,169,169,169,169,169,196,169
200,200,127,250,118,246,246,246,246,246,246,196,246
200,200,128,100,119,100,100,100,100,100,100,196,100
200,200,128,101,119,100,100,100,100,100,100,196,100
200,200,128,173,119,169,169,169,169,169,169,196,169
200,200,128,250,119,246,246,246,246,246,246,196,246
200,204,1,100,0,100,100,100,100,100,100,200,100
200,204,1,101,0,100,100,100,100,100,100,200,100
200,204,1,173,0,169,169,169,169,169,169,200,169
200,204,1,250,0,246,246,246,246,246,246,200,246
200,204,8,100,0,100,100,100,100,100,100,200,100
200,204,8,101,0,100,100,100,100,100,100,200,100
200,204,8,173,0,169,169,169,169,169,169,200,169
200,204,8,250,0,246,246,246,246,246,246,200,246
200,204,16,100,7,100,100,100,100,100,100,200,100
200,204,16,101,7,100,100,100,100,100,100,200,100
200,204,16,173,7,169,169,169,169,169,169,200,169
200,204,16,250,7,246,246,246,246,246,246,200,246
200,204,64,100,55,100,100,100,100,100,100,200,100
200,204,64,101,55,100,100,100,100,100,100,200,100
200,204,64,173,55,169,169,169,169,169,169,200,169
200,204,64,250,55,246,246,246,246,246,246,200,246
200,204,127,100,118,100,100,100,100,100,100,200,100
200,204,127,101,118,100,100,100,100,100,100,200,100
200,204,127,173,118,169,169,169,169,169,169,200,169
200,204,127,250,118,246,246,246,246,246,246,200,246
200,204,128,100,119,100,100,100,100,100,100,200,100
200,204,128,101,119,100,100,100,100,100,100,200,100
200,204,128,173,119,169,169,169,169,169,169,200,169
200,204,128,250,119,246,246,246,246,246,246,200,246
200,205,1,100,0,100,100,100,100,100,100,201,100
200,205,1,101,0,100,100,100,100,100,100,201,100
200,205,1,173,0,169,169,169,169,169,169,201,169
200,205,1,250,0,246,246,246,246,246,246,201,246
200,205,8,100,0,100,100,100,100,100,100,201,100
200,205,8,101,0,100,100,100,100,100,100,201,100
200,205,8,173,0,169,169,169,169,169,169,201,169
200,205,8,250,0,246,246,246,246,246,246,201,246
200,205,16,100,7,100,100,100,100,100,100,201,100
200,205,16,101,7,100,100,100,100,100,100,201,100
200,205,16,173,7,169,169,169,169,169,169,201,169
200,205,16,250,7,246,246,246,246,246,246,201,246
200,205,64,100,55,100,100,100,100,100,100,201,100
200,205,64,101,55,100,100,100,100,100,100,201,100
200,205,64,173,55,169,169,169,169,169,169,201,169
200,205,64,250,55,246,246,246,246,246,246,201,246
200,205,127,100,118,100,100,100,100,100,100,201,100
200,205,127,101,118,100,100,100,100,100,100,201,100
200,205,127,173,118,169,169,169,169,169,169,201,169
200,205,127,250,118,246,246,246,246,246,246,201,246
200,205,128,100,119,100,100,100,100,100,100,201,100
200,205,128,101,119,100,100,100,100,100,100,201,100
200,205,128,173,119,169,169,169,169,169,169,201,169
200,205,128,250,119,246,246,246,246,246,246,201,246
200,249,1,100,0,100,100,100,100,100,100,246,100
200,249,1,101,0,100,100,100,100,100,100,246,100
200,249,1,173,0,170,170,170,170,170,170,246,170
200,249,1,250,0,247,247,247,247,247,247,246,247
200,249,8,100,2,100,100,100,100,100,100,246,100
200,249,8,101,2,100,100,100,100,100,100,246,100
200,249,8,173,2,170,170,170,170,170,170,246,170
200,249,8,250,2,247,247,247,247,247,247,246,247
200,249,16,100,10,100,100,100,100,100,100,246,100
200,249,16,101,10,100,100,100,100,100,100,246,100
200,249,16,173,10,170,170,170,170,170,170,246,170
200,249,16,250,10,247,247,247,247,247,247,246,247
200,249,64,100,58,100,100,100,100,100,100,246,100
200,249,64,101,58,100,100,100,100,100,100,246,100
200,249,64,173,58,170,170,170,170,170,170,246,170
200,249,64,250,58,247,247,247,247,247,247,246,247
200,249,127,100,121,100,100,100,100,100,100,246,100
200,249,127,101,121,100,100,100,100,100,100,246,100
200,249,127,173,121,170,170,170,170,170,170,246,170
200,249,127,250,121,247,247,247,247,247,247,246,247
200,249,128,100,122,100,100,100,100,100,100,246,100
200,249,128,101,122,100,100,100,100,100,100,246,100
200,249,128,173,122,170,170,170,170,170,170,246,170
200,249,128,250,122,247,247,247,247,247,247,246,247
200,250,1,100,0,100,100,100,100,100,100,247,100
200,250,1,101,0,100,100,100,100,100,100,247,100
200,250,1,173,0,170,170,170,170,170,170,247,170
200,250,1,250,0,247,247,247,247,247,247,247,247
200,250,8,100,2,100,100,100,100,100,100,247,100
200,250,8,101,2,100,100,100,100,100,100,247,100
200,250,8,173,2,170,170,170,170,170,170,247,170
200,250,8,250,2,247,247,247,247,247,247,247,247
200,250,16,100,10,100,100,100,100,100,100,247,100
200,250,16,101,10,100,100,100,100,100,100,247,100
200,250,16,173,10,170,170,170,170,170,170,247,170
200,250,16,250,10,247,247,247,247,247,247,247,247
200,250,64,100,58,100,100,100,100,100,100,247,100
200,250,64,101,58,100,100,100,100,100,100,247,100
200,250,64,173,58,170,170,170,170,170,170,247,170
200,250,64,250,58,247,247,247,247,247,247,247,247
200,250,127,100,121,100,100,100,100,100,100,247,100
200,250,127,101,121,100,100,100,100,100,100,247,100
200,250,127,173,121,170,170,170,170,170,170,247,170
200,250,127,250,121,247,247,247,247,247,247,247,247
200,250,128,100,122,100,100,100,100,100,100,247,100
200,250,128,101,122,100,100,100,100,100,100,247,100
200,250,128,173,122,170,170,170,170,170,170,247,170
200,250,128,250,122,247,247,247,247,247,247,247,247
204,100,1,100,0,100,100,100,100,100,100,100,100
204,100,1,101,0,100,100,100,100,100,100,100,100
204,100,1,173,0,166,166,166,166,166,166,100,166
204,100,1,250,0,243,243,243,243,243,243,100,243
204,100,8,100,0,100,100,100,100,100,100,100,100
204,100,8,101,0,100,100,100,100,100,100,100,100
204,100,8,173,0,166,166,166,166,166,166,100,166
204,100,8,250,0,243,243,243,243,243,243,100,243
204,100,16,100,1,100,100,100,100,100,100,100,100
204,100,16,101,1,100,100,100,100,100,100,100,100
204,100,16,173,1,166,166,166,166,166,166,100,166
204,100,16,250,1,243,243,243,243,243,243,100,243
204,100,64,100,49,100,100,100,100,100,100,100,100
204,100,64,101,49,100,100,100,100,100,100,100,100
204,100,64,173,49,166,166,166,166,166,166,100,166
204,100,64,250,49,243,243,243,243,243,243,100,243
204,100,127,100,112,100,100,100,100,100,100,100,100
204,100,127,101,112,100,100,100,100,100,100,100,100
204,100,127,173,112,166,166,166,166,166,166,100,166
204,100,127,250,112,243,243,243,243,243,243,100,243
204,100,128,100,113,100,100,100,100,100,100,100,100
204,100,128,101,113,100,100,100,100,100,100,100,100
204,100,128,173,113,166,166,166,166,166,166,100,166
204,100,128,250,113,243,243,243,243,243,243,100,243
204,140,1,100,0,100,100,100,100,100,100,134,100
204,140,1,101,0,100,100,100,100,100,100,134,100
204,140,1,173,0,167,167,167,167,167,167,134,167
204,140,1,250,0,244,244,244,244,244,244,134,244
204,140,8,100,0,100,100,100,100,100,100,134,100
204,140,8,101,0,100,100,100,100,100,100,134,100
204,140,8,173,0,167,167,167,167,167,167,134,167
204,140,8,250,0,244,244,244,244,244,244,134,244
204,140,16,100,3,100,100,100,100,100,100,134,100
204,140,16,101,3,100,100,100,100,100,100,134,100
204,140,16,173,3,167,167,167,167,167,167,134,167
204,140,16,250,3,244,244,244,244,244,244,134,244
204,140,64,100,51,100,100,100,100,100,100,134,100
204,140,64,101,51,100,100,100,100,100,100,134,100
204,140,64,173,51,167,167,167,167,167,167,134,167
204,140,64,250,51,244,244,244,244,244,244,134,244
204,140,127,100,114,100,100,100,100,100,100,134,100
204,140,127,101,114,100,100,100,100,100,100,134,100
204,140,127,173,114,167,167,167,167,167,167,134,167
204,140,127,250,114,244,244,244,244,244,244,134,244
204,140,128,100,115,100,100,100,100,100,100,134,100
204,140,128,101,115,100,100,100,100,100,100,134,100
204,140,128,173,115,167,167,167,167,167,167,134,167
204,140,128,250,115,244,244,244,244,244,244,134,244
204,170,1,100,0,100,100,100,100,100,100,165,100
204,170,1,101,0,100,100,100,100,100,100,165,100
204,170,1,173,0,168,168,168,168,168,168,165,168
204,170,1,250,0,245,245,245,245,245,245,165,245
204,170,8,100,0,100,100,100,100,100,100,165,100
204,170,8,101,0,100,100,100,100,100,100,165,100
204,170,8,173,0,168,168,168,168,168,168,165,168
204,170,8,250,0,245,245,245,245,245,245,165,245
204,170,16,100,5,100,100,100,100,100,100,165,100
204,170,16,101,5,100,100,100,100,100,100,165,100
204,170,16,173,5,168,168,168,168,168,168,165,168
204,170,16,250,5,245,245,245,245,245,245,165,245
204,170,64,100,53,100,100,100,100,100,100,165,100
204,170,64,101,53,100,100,100,100,100,100,165,100
204,170,64,173,53,168,168,168,168,168,168,165,168
204,170,64,250,53,245,245,245,245,245,245,165,245
204,170,127,100,116,100,100,100,100,100,100,165,100
204,170,127,101,116,100,100,100,100,100,100,165,100
204,170,127,173,116,168,168,168,168,168,168,165,168
204,170,127,250,116,245,245,245,245,245,245,165,245
204,170,128,100,117,100,100,100,100,100,100,165,100
204,170,128,101,117,100,100,100,100,100,100,165,100
204,170,128,173,117,168,168,168,168,168,168,165,168
204,170,128,250,117,245,245,245,245,245,245,165,245
204,200,1,100,0,100,100,100,100,100,100,196,100
204,200,1,101,0,100,100,100,100,100,100,196,100
204,200,1,173,0,169,169,169,169,169,169,196,169
204,200,1,250,0,246,246,246,246,246,246,196,246
204,200,8,100,0,100,100,100,100,100,100,196,100
204,200,8,101,0,100,100,100,100,100,100,196,100
204,200,8,173,0,169,169,169,169,169,169,196,169
204,200,8,250,0,246,246,246,246,246,246,196,246
204,200,16,100,7,100,100,100,100,100,100,196,100
204,200,16,101,7,100,100,100,100,100,100,196,100
204,200,16,173,7,169,169,169,169,169,169,196,169
204,200,16,250,7,246,246,246,246,246,246,196,246
204,200,64,100,55,100,100,100,100,100,100,196,100
204,200,64,101,55,100,100,100,100,100,100,196,100
204,200,64,173,55,169,169,169,169,169,169,196,169
204,200,64,250,55,246,246,246,246,246,246,196,246
204,200,127,100,118,100,100,100,100,100,100,196,100
204,200,127,101,118,100,100,100,100,100,100,196,100
204,200,127,173,118,169,169,169,169,169,169,196,169
204,200,127,250,118,246,246,246,246,246,246,196,246
204,200,128,100,119,100,100,100,100,100,100,196,100
204,200,128,101,119,100,100,100,100,100,100,196,100
204,200,128,173,119,169,169,169,169,169,169,196,169
204,200,128,250,119,246,246,246,246,246,246,196,246
204,204,1,100,0,100,100,100,100,100,100,200,100
204,204,1,101,0,100,100,100,100,100,100,200,100
204,204,1,173,0,169,169,169,169,169,169,200,169
204,204,1,250,0,246,246,246,246,246,246,200,246
204,204,8,100,0,100,100,100,100,100,100,200,100
204,204,8,101,0,100,100,100,100,100,100,200,100
204,204,8,173,0,169,169,169,169,169,169,200,169
204,204,8,250,0,246,246,246,246,246,246,200,246
204,204,16,100,7,100,100,100,100,100,100,200,100
204,204,16,101,7,100,100,100,100,100,100,200,100
204,204,16,173,7,169,169,169,169,169,169,200,169
204,204,16,250,7,246,246,246,246,246,246,200,246
204,204,64,100,55,100,100,100,100,100,100,200,100
204,204,64,101,55,100,100,100,100,100,100,200,100
204,204,64,173,55,169,169,169,169,169,169,200,169
204,204,64,250,55,246,246,246,246,246,246,200,246
204,204,127,100,118,100,100,100,100,100,100,200,100
204,204,127,101,118,100,100,100,100,100,100,200,100
204,204,127,173,118,169,169,169,169,169,169,200,169
204,204,127,250,118,246,246,246,246,246,246,200,246
204,204,128,100,119,100,100,100,100,100,100,200,100
204,204,128,101,119,100,100,100,100,100,100,200,100
204,204,128,173,119,169,169,169,169,169,169,200,169
204,204,128,250,119,246,246,246,246,246,246,200,246
204,205,1,100,0,100,100,100,100,100,100,201,100
204,205,1,101,0,100,100,100,100,100,100,201,100
204,205,1,173,0,169,169,169,169,169,169,201,169
204,205,1,250,0,246,246,246,246,246,246,201,246
204,205,8,100,0,100,100,100,100,100,100,201,100
204,205,8,101,0,100,100,100,100,100,100,201,100
204,205,8,173,0,169,169,169,169,169,169,201,169
204,205,8,250,0,246,246,246,246,246,246,201,246
204,205,16,100,7,100,100,100,100,100,100,201,100
204,205,16,101,7,100,100,100,100,100,100,201,100
204,205,16,173,7,169,169,169,169,169,169,201,169
204,205,16,250,7,246,246,246,246,246,246,201,246
204,205,64,100,55,100,100,100,100,100,100,201,100
204,205,64,101,55,100,100,100,100,100,100,201,100
204,205,64,173,55,169,169,169,169,169,169,201,169
204,205,64,250,55,246,246,246,246,246,246,201,246
204,205,127,100,118,100,100,100,100,100,100,201,100
204,205,127,101,118,100,100,100,100,100,100,201,100
204,205,127,173,118,169,169,169,169,169,169,201,169
204,205,127,250,118,246,246,246,246,246,246,201,246
204,205,128,100,119,100,100,100,100,100,100,201,100
204,205,128,101,119,100,100,100,100,100,100,201,100
204,205,128,173,119,169,169,169,169,169,169,201,169
204,205,128,250,119,246,246,246,246,246,246,201,246
204,249,1,100,0,100,100,100,100,100,100,246,100
204,249,1,101,0,100,100,100,100,100,100,246,100
204,249,1,173,0,170,170,170,170,170,170,246,170
204,249,1,250,0,247,247,247,247,247,247,246,247
204,249,8,100,2,100,100,100,100,100,100,246,100
204,249,8,101,2,100,100,100,100,100,100,246,100
204,249,8,173,2,170,170,170,170,170,170,246,170
204,249,8,250,2,247,247,247,247,247,247,246,247
204,249,16,100,10,100,100,100,100,100,100,246,100
204,249,16,101,10,100,100,100,100,100,100,246,100
204,249,16,173,10,170,170,170,170,170,170,246,170
204,249,16,250,10,247,247,247,247,247,247,246,247
204,249,64,100,58,100,100,100,100,100,100,246,100
204,249,64,101,58,100,100,100,100,100,100,246,100
204,249,64,173,58,170,170,170,170,170,170,246,170
204,249,64,250,58,247,247,247,247,247,247,246,247
204,249,127,100,121,100,100,100,100,100,100,246,100
204,249,127,101,121,100,100,100,100,100,100,246,100
204,249,127,173,121,170,170,170,170,170,170,246,170
204,249,127,250,121,247,247,247,247,247,247,246,247
204,249,128,100,122,100,100,100,100,100,100,246,100
204,249,128,101,122,100,100,100,100,100,100,246,100
204,249,128,173,122,170,170,170,170,170,170,246,170
204,249,128,250,122,247,247,247,247,247,247,246,247
204,250,1,100,0,100,100,100,100,100,100,247,100
204,250,1,101,0,100,100,100,100,100,100,247,100
204,250,1,173,0,170,170,170,170,170,170,247,170
204,250,1,250,0,247,247,247,247,247,247,247,247
204,250,8,100,2,100,100,100,100,100,100,247,100
204,250,8,101,2,100,100,100,100,100,100,247,100
204,250,8,173,2,170,170,170,170,170,170,247,170
204,250,8,250,2,247,247,247,247,247,247,247,247
204,250,16,100,10,100,100,100,100,100,100,247,100
204,250,16,101,10,100,100,100,100,100,100,247,100
204,250,16,173,10,170,170,170,170,170,170,247,170
204,250,16,250,10,247,247,247,247,247,247,247,247
204,250,64,100,58,100,100,100,100,100,100,247,100
204,250,64,101,58,100,100,100,100,100,100,247,100
204,250,64,173,58,170,170,170,170,170,170,247,170
204,250,64,250,58,247,247,247,247,247,247,247,247
204,250,127,100,121,100,100,100,100,100,100,247,100
204,250,127,101,121,100,100,100,100,100,100,247,100
204,250,127,173,121,170,170,170,170,170,170,247,170
204,250,127,250,121,247,247,247,247,247,247,247,247
204,250,128,100,122,100,100,100,100,100,100,247,100
204,250,128,101,122,100,100,100,100,100,100,247,100
204,250,128,173,122,170,170,170,170,170,170,247,170
204,250,128,250,122,247,247,247,247,247,247,247,247
205,100,1,100,0,100,100,100,100,100,100,100,100
205,100,1,101,0,100,100,100,100,100,100,100,100
205,100,1,173,0,166,166,166,166,166,166,100,166
205,100,1,250,0,243,243,243,243,243,243,100,243
205,100,8,100,0,100,100,100,100,100,100,100,100
205,100,8,101,0,100,100,100,100,100,100,100,100
205,100,8,173,0,166,166,166,166,166,166,100,166
205,100,8,250,0,243,243,243,243,243,243,100,243
205,100,16,100,1,100,100,100,100,100,100,100,100
205,100,16,101,1,100,100,100,100,100,100,100,100
205,100,16,173,1,166,166,166,166,166,166,100,166
205,100,16,250,1,243,243,243,243,243,243,100,243
205,100,64,100,49,100,100,100,100,100,100,100,100
205,100,64,101,49,100,100,100,100,100,100,100,100
205,100,64,173,49,166,166,166,166,166,166,100,166
205,100,64,250,49,243,243,243,243,243,243,100,243
205,100,127,100,112,100,100,100,100,100,100,100,100
205,100,127,101,112,100,100,100,100,100,100,100,100
205,100,127,173,112,166,166,166,166,166,166,100,166
205,100,127,250,112,243,243,243,243,243,243,100,243
205,100,128,100,113,100,100,100,100,100,100,100,100
205,100,128,101,113,100,100,100,100,100,100,100,100
205,100,128,173,113,166,166,166,166,166,166,100,166
205,100,128,250,113,243,243,243,243,243,243,100,243
205,140,1,100,0,100,100,100,100,100,100,134,100
205,140,1,101,0,100,100,100,100,100,100,134,100
205,140,1,173,0,167,167,167,167,167,167,134,167
205,140,1,250,0,244,244,244,244,244,244,134,244
205,140,8,100,0,100,100,100,100,100,100,134,100
205,140,8,101,0,100,100,100,100,100,100,134,100
205,140,8,173,0,167,167,167,167,167,167,134,167
205,140,8,250,0,244,244,244,244,244,244,134,244
205,140,16,100,3,100,100,100,100,100,100,134,100
205,140,16,101,3,100,100,100,100,100,100,134,100
205,140,16,173,3,167,167,167,167,167,167,134,167
205,140,16,250,3,244,244,244,244,244,244,134,244
205,140,64,100,51,100,100,100,100,100,100,134,100
205,140,64,101,51,100,100,100,100,100,100,134,100
205,140,64,173,51,167,167,167,167,167,167,134,167
205,140,64,250,51,244,244,244,244,244,244,134,244
205,140,127,100,114,100,100,100,100,100,100,134,100
205,140,127,101,114,100,100,100,100,100,100,134,100
205,140,127,173,114,167,167,167,167,167,167,134,167
205,140,127,250,114,244,244,244,244,244,244,134,244
205,140,128,100,115,100,100,100,100,100,100,134,100
205,140,128,101,115,100,100,100,100,100,100,134,100
205,140,128,173,115,167,167,167,167,167,167,134,167
205,140,128,250,115,244,244,244,244,244,244,134,244
205,170,1,100,0,100,100,100,100,100,100,165,100
205,170,1,101,0,100,100,100,100,100,100,165,100
205,170,1,173,0,168,168,168,168,168,168,165,168
205,170,1,250,0,245,245,245,245,245,245,165,245
205,170,8,100,0,100,100,100,100,100,100,165,100
205,170,8,101,0,100,100,100,100,100,100,165,100
205,170,8,173,0,168,168,168,168,168,168,165,168
205,170,8,250,0,245,245,245,245,245,245,165,245
205,170,16,100,5,100,100,100,100,100,100,165,100
205,170,16,101,5,100,100,100,100,100,100,165,100
205,170,16,173,5,168,168,168,168,168,168,165,168
205,170,16,250,5,245,245,245,245,245,245,165,245
205,170,64,100,53,100,100,100,100,100,100,165,100
205,170,64,101,53,100,100,100,100,100,100,165,100
205,170,64,173,53,168,168,168,168,168,168,165,168
205,170,64,250,53,245,245,245,245,245,245,165,245
205,170,127,100,116,100,100,100,100,100,100,165,100
205,170,127,101,116,100,100,100,100,100,100,165,100
205,170,127,173,116,168,168,168,168,168,168,165,168
205,170,127,250,116,245,245,245,245,245,245,165,245
205,170,128,100,117,100,100,100,100,100,100,165,100
205,170,128,101,117,100,100,100,100,100,100,165,100
205,170,128,173,117,168,168,168,168,168,168,165,168
205,170,128,250,117,245,245,245,245,245,245,165,245
205,200,1,100,0,100,100,100,100,100,100,196,100
205,200,1,101,0,100,100,100,100,100,100,196,100
205,200,1,173,0,169,169,169,169,169,169,196,169
205,200,1,250,0,246,246,246,246,246,246,196,246
205,200,8,100,0,100,100,100,100,100,100,196,100
205,200,8,101,0,100,100,100,100,100,100,196,100
205,200,8,173,0,169,169,169,169,169,169,196,169
205,200,8,250,0,246,246,246,246,246,246,196,246
205,200,16,100,7,100,100,100,100,100,100,196,100
205,200,16,101,7,100,100,100,100,100,100,196,100
205,200,16,173,7,169,169,169,169,169,169,196,169
205,200,16,250,7,246,246,246,246,246,246,196,246
205,200,64,100,55,100,100,100,100,100,100,196,100
205,200,64,101,55,100,100,100,100,100,100,196,100
205,200,64,173,55,169,169,169,169,169,169,196,169
205,200,64,250,55,246,246,246,246,246,246,196,246
205,200,127,100,118,100,100,100,100,100,100,196,100
205,200,127,101,118,100,100,100,100,100,100,196,100
205,200,127,173,118,169,169,169,169,169,169,196,169
205,200,127,250,118,246,246,246,246,246,246,196,246
205,200,128,100,119,100,100,100,100,100,100,196,100
205,200,128,101,119,100,100,100,100,100,100,196,100
205,200,128,173,119,169,169,169,169,169,169,196,169
205,200,128,250,119,246,246,246,246,246,246,196,246
205,204,1,100,0,100,100,100,100,100,100,200,100
205,204,1,101,0,100,100,100,100,100,100,200,100
205,204,1,173,0,169,169,169,169,169,169,200,169
205,204,1,250,0,246,246,246,246,246,246,200,246
205,204,8,100,0,100,100,100,100,100,100,200,100
205,204,8,101,0,100,100,100,100,100,100,200,100
205,204,8,173,0,169,169,169,169,169,169,200,169
205,204,8,250,0,246,246,246,246,246,246,200,246
205,204,16,100,7,100,100,100,100,100,100,200,100
205,204,16,101,7,100,100,100,100,100,100,200,100
205,204,16,173,7,169,169,169,169,169,169,200,169
205,204,16,250,7,246,246,246,246,246,246,200,246
205,204,64,100,55,100,100,100,100,100,100,200,100
205,204,64,101,55,100,100,100,100,100,100,200,100
205,204,64,173,55,169,169,169,169,169,169,200,169
205,204,64,250,55,246,246,246,246,246,246,200,246
