dx,dz,distance,instructions
21,51,56,15
21,52,57,15
21,53,58,15
21,54,59,15
21,55,60,15
21,56,61,15
21,57,62,15
21,58,63,15
21,59,64,15
21,60,65,15
21,61,66,15
21,62,67,15
21,63,68,15
21,64,69,15
21,96,99,18
21,100,103,18
21,127,130,18
21,128,131,18
21,160,163,18
21,192,195,18
21,255,258,18
21,256,259,18
21,320,323,18
21,512,515,18
21,576,579,18
21,640,643,18
21,1024,1027,18
21,1120,1123,18
21,1152,1155,18
22,0,22,17
22,1,22,17
22,2,23,17
22,3,23,17
22,4,23,17
22,5,23,17
22,6,24,17
22,7,24,14
22,8,24,14
22,9,24,14
22,10,25,14
22,11,25,14
22,12,25,14
22,13,25,14
22,14,26,14
22,15,28,12
22,16,28,12
22,17,28,12
22,18,29,12
22,19,29,12
22,20,30,12
22,21,30,12
22,22,31,12
22,23,32,13
22,24,33,13
22,25,34,13
22,26,35,13
22,27,36,13
22,28,37,13
22,29,38,13
22,30,39,13
22,31,40,13
22,32,41,13
22,33,39,15
22,34,40,15
22,35,41,15
22,36,42,15
22,37,43,15
22,38,44,15
22,39,45,15
22,40,46,15
22,41,47,15
22,42,48,15
22,43,49,15
22,44,50,15
22,45,51,15
22,46,52,15
22,47,53,15
22,48,54,15
22,49,55,15
22,50,56,15
22,51,57,15
22,52,58,15
22,53,59,15
22,54,60,15
22,55,61,15
22,56,62,15
22,57,63,15
22,58,64,15
22,59,65,15
22,60,66,15
22,61,67,15
22,62,68,15
22,63,69,15
22,64,70,15
22,96,100,18
22,100,104,18
22,127,131,18
22,128,132,18
22,160,164,18
22,192,196,18
22,255,259,18
22,256,260,18
22,320,324,18
22,512,516,18
22,576,580,18
22,640,644,18
22,1024,1028,18
22,1120,1124,18
22,1152,1156,18
23,0,23,17
23,1,23,17
23,2,24,17
23,3,24,17
23,4,24,17
23,5,24,17
23,6,25,17
23,7,25,14
23,8,25,14
23,9,25,14
23,10,26,14
23,11,26,14
23,12,26,14
23,13,26,14
23,14,27,14
23,15,27,14
23,16,29,12
23,17,29,12
23,18,30,12
23,19,30,12
23,20,31,12
23,21,31,12
23,22,32,12
23,23,32,12
23,24,33,13
23,25,34,13
23,26,35,13
23,27,36,13
23,28,37,13
23,29,38,13
23,30,39,13
23,31,40,13
23,32,41,13
23,33,42,13
23,34,43,13
23,35,41,15
23,36,42,15
23,37,43,15
23,38,44,15
23,39,45,15
23,40,46,15
23,41,47,15
23,42,48,15
23,43,49,15
23,44,50,15
23,45,51,15
23,46,52,15
23,47,53,15
23,48,54,15
23,49,55,15
23,50,56,15
23,51,57,15
23,52,58,15
23,53,59,15
23,54,60,15
23,55,61,15
23,56,62,15
23,57,63,15
23,58,64,15
23,59,65,15
23,60,66,15
23,61,67,15
23,62,68,15
23,63,69,15
23,64,70,15
23,96,100,18
23,100,104,18
23,127,131,18
23,128,132,18
23,160,164,18
23,192,196,18
23,255,259,18
23,256,260,18
23,320,324,18
23,512,516,18
23,576,580,18
23,640,644,18
23,1024,1028,18
23,1120,1124,18
23,1152,1156,18
24,0,24,17
24,1,24,17
24,2,25,17
24,3,25,17
24,4,25,17
24,5,25,17
24,6,26,17
24,7,26,14
24,8,26,14
24,9,26,14
24,10,27,14
24,11,27,14
24,12,27,14
24,13,27,14
24,14,28,14
24,15,28,14
24,16,28,14
24,17,30,12
24,18,31,12
24,19,31,12
24,20,32,12
24,21,32,12
24,22,33,12
24,23,33,12
24,24,33,12
24,25,34,13
24,26,35,13
24,27,36,13
24,28,37,13
24,29,38,13
24,30,39,13
24,31,40,13
24,32,41,13
24,33,42,13
24,34,43,13
24,35,44,13
24,36,42,15
24,37,43,15
24,38,44,15
24,39,45,15
24,40,46,15
24,41,47,15
24,42,48,15
24,43,49,15
24,44,50,15
24,45,51,15
24,46,52,15
24,47,53,15
24,48,54,15
24,49,55,15
24,50,56,15
24,51,57,15
24,52,58,15
24,53,59,15
24,54,60,15
24,55,61,15
24,56,62,15
24,57,63,15
24,58,64,15
24,59,65,15
24,60,66,15
24,61,67,15
24,62,68,15
24,63,69,15
24,64,70,15
24,96,99,18
24,100,103,18
24,127,130,18
24,128,131,18
24,160,163,18
24,192,195,18
24,255,258,18
24,256,259,18
24,320,323,18
24,512,515,18
24,576,579,18
24,640,643,18
24,1024,1027,18
24,1120,1123,18
24,1152,1155,18
25,0,25,17
25,1,25,17
25,2,26,17
25,3,26,17
25,4,26,17
25,5,26,17
25,6,27,17
25,7,27,17
25,8,27,14
25,9,27,14
25,10,28,14
25,11,28,14
25,12,28,14
25,13,28,14
25,14,29,14
25,15,29,14
25,16,29,14
25,17,31,12
25,18,32,12
25,19,32,12
25,20,33,12
25,21,33,12
25,22,34,12
25,23,34,12
25,24,34,12
25,25,34,12
25,26,35,13
25,27,36,13
25,28,37,13
25,29,38,13
25,30,39,13
25,31,40,13
25,32,41,13
25,33,42,13
25,34,43,13
25,35,44,13
25,36,45,13
25,37,46,13
25,38,44,15
25,39,45,15
25,40,46,15
25,41,47,15
25,42,48,15
25,43,49,15
25,44,50,15
25,45,51,15
25,46,52,15
25,47,53,15
25,48,54,15
25,49,55,15
25,50,56,15
25,51,57,15
25,52,58,15
25,53,59,15
25,54,60,15
25,55,61,15
25,56,62,15
25,57,63,15
25,58,64,15
25,59,65,15
25,60,66,15
25,61,67,15
25,62,68,15
25,63,69,15
25,64,70,15
25,96,99,18
25,100,103,18
25,127,130,18
25,128,131,18
25,160,163,18
25,192,195,18
25,255,258,18
25,256,259,18
25,320,323,18
25,512,515,18
25,576,579,18
25,640,643,18
25,1024,1027,18
25,1120,1123,18
25,1152,1155,18
26,0,26,17
26,1,26,17
26,2,27,17
26,3,27,17
26,4,27,17
26,5,27,17
26,6,28,17
26,7,28,17
26,8,28,14
26,9,28,14
26,10,29,14
26,11,29,14
26,12,29,14
26,13,29,14
26,14,30,14
26,15,30,14
26,16,30,14
26,17,30,14
26,18,33,12
26,19,33,12
26,20,34,12
26,21,34,12
26,22,35,12
26,23,35,12
26,24,35,12
26,25,35,12
26,26,36,12
26,27,37,13
26,28,38,13
26,29,39,13
26,30,40,13
26,31,41,13
26,32,42,13
26,33,43,13
26,34,44,13
26,35,45,13
26,36,46,13
26,37,47,13
26,38,48,13
26,39,46,15
26,40,47,15
26,41,48,15
26,42,49,15
26,43,50,15
26,44,51,15
26,45,52,15
26,46,53,15
26,47,54,15
26,48,55,15
26,49,56,15
26,50,57,15
26,51,58,15
26,52,59,15
26,53,60,15
26,54,61,15
26,55,62,15
26,56,63,15
26,57,64,15
26,58,65,15
26,59,66,15
26,60,67,15
26,61,68,15
26,62,69,15
26,63,70,15
26,64,71,15
26,96,100,18
26,100,104,18
26,127,131,18
26,128,132,18
26,160,164,18
26,192,196,18
26,255,259,18
26,256,260,18
26,320,324,18
26,512,516,18
26,576,580,18
26,640,644,18
26,1024,1028,18
26,1120,1124,18
26,1152,1156,18
27,0,27,17
27,1,27,17
27,2,28,17
27,3,28,17
27,4,28,17
27,5,28,17
27,6,29,17
27,7,29,17
27,8,29,14
27,9,29,14
27,10,30,14
27,11,30,14
27,12,30,14
27,13,30,14
27,14,31,14
27,15,31,14
27,16,31,14
27,17,31,14
27,18,32,14
27,19,34,12
27,20,35,12
27,21,35,12
27,22,36,12
27,23,36,12
27,24,36,12
27,25,36,12
27,26,37,12
27,27,37,12
27,28,38,13
27,29,39,13
27,30,40,13
27,31,41,13
27,32,42,13
27,33,43,13
27,34,44,13
27,35,45,13
27,36,46,13
27,37,47,13
27,38,48,13
27,39,49,13
27,40,50,13
27,41,48,15
27,42,49,15
27,43,50,15
27,44,51,15
27,45,52,15
27,46,53,15
27,47,54,15
27,48,55,15
27,49,56,15
27,50,57,15
27,51,58,15
27,52,59,15
27,53,60,15
27,54,61,15
27,55,62,15
27,56,63,15
27,57,64,15
27,58,65,15
27,59,66,15
27,60,67,15
27,61,68,15
27,62,69,15
27,63,70,15
27,64,71,15
27,96,100,18
27,100,104,18
27,127,131,18
27,128,132,18
27,160,164,18
27,192,196,18
27,255,259,18
27,256,260,18
27,320,324,18
27,512,516,18
27,576,580,18
27,640,644,18
27,1024,1028,18
27,1120,1124,18
27,1152,1156,18
28,0,28,17
28,1,28,17
28,2,29,17
28,3,29,17
28,4,29,17
28,5,29,17
28,6,30,17
28,7,30,17
28,8,29,17
28,9,30,14
28,10,31,14
28,11,31,14
28,12,31,14
28,13,31,14
28,14,32,14
28,15,32,14
28,16,32,14
28,17,32,14
28,18,33,14
28,19,35,12
28,20,36,12
28,21,36,12
28,22,37,12
28,23,37,12
28,24,37,12
28,25,37,12
28,26,38,12
28,27,38,12
28,28,39,12
28,29,40,13
28,30,41,13
28,31,42,13
28,32,43,13
28,33,44,13
28,34,45,13
28,35,46,13
28,36,47,13
28,37,48,13
28,38,49,13
28,39,50,13
28,40,51,13
28,41,52,13
28,42,49,15
28,43,50,15
28,44,51,15
28,45,52,15
28,46,53,15
28,47,54,15
28,48,55,15
28,49,56,15
28,50,57,15
28,51,58,15
28,52,59,15
28,53,60,15
28,54,61,15
28,55,62,15
28,56,63,15
28,57,64,15
28,58,65,15
28,59,66,15
28,60,67,15
28,61,68,15
28,62,69,15
28,63,70,15
28,64,71,15
28,96,103,15
28,100,104,18
28,127,131,18
28,128,132,18
28,160,164,18
28,192,196,18
28,255,259,18
28,256,260,18
28,320,324,18
28,512,516,18
28,576,580,18
28,640,644,18
28,1024,1028,18
28,1120,1124,18
28,1152,1156,18
29,0,29,17
29,1,29,17
29,2,30,17
29,3,30,17
29,4,30,17
29,5,30,17
29,6,31,17
29,7,31,17
29,8,30,17
29,9,31,14
29,10,32,14
29,11,32,14
29,12,32,14
29,13,32,14
29,14,33,14
29,15,33,14
29,16,33,14
29,17,33,14
29,18,34,14
29,19,34,14
29,20,37,12
29,21,37,12
29,22,38,12
29,23,38,12
29,24,38,12
29,25,38,12
29,26,39,12
29,27,39,12
29,28,40,12
29,29,40,12
29,30,41,13
29,31,42,13
29,32,43,13
29,33,44,13
29,34,45,13
29,35,46,13
29,36,47,13
29,37,48,13
29,38,49,13
29,39,50,13
29,40,51,13
29,41,52,13
29,42,53,13
29,43,54,13
29,44,51,15
29,45,52,15
29,46,53,15
29,47,54,15
29,48,55,15
29,49,56,15
29,50,57,15
29,51,58,15
29,52,59,15
29,53,60,15
29,54,61,15
29,55,62,15
29,56,63,15
29,57,64,15
29,58,65,15
29,59,66,15
29,60,67,15
29,61,68,15
29,62,69,15
29,63,70,15
29,64,71,15
29,96,103,15
29,100,107,15
29,127,131,18
29,128,132,18
29,160,164,18
29,192,196,18
29,255,259,18
29,256,260,18
29,320,324,18
29,512,516,18
29,576,580,18
29,640,644,18
29,1024,1028,18
29,1120,1124,18
29,1152,1156,18
30,0,30,17
30,1,30,17
30,2,31,17
30,3,31,17
30,4,31,17
30,5,31,17
30,6,32,17
30,7,32,17
30,8,31,17
30,9,32,14
30,10,33,14
30,11,33,14
30,12,33,14
30,13,33,14
30,14,34,14
30,15,34,14
30,16,34,14
30,17,34,14
30,18,35,14
30,19,35,14
30,20,35,14
30,21,38,12
30,22,39,12
30,23,39,12
30,24,39,12
30,25,39,12
30,26,40,12
30,27,40,12
30,28,41,12
30,29,41,12
30,30,42,12
30,31,43,13
30,32,44,13
30,33,45,13
30,34,46,13
30,35,47,13
30,36,48,13
30,37,49,13
30,38,50,13
30,39,51,13
30,40,52,13
30,41,53,13
30,42,54,13
30,43,55,13
30,44,56,13
30,45,53,15
30,46,54,15
30,47,55,15
30,48,56,15
30,49,57,15
30,50,58,15
30,51,59,15
30,52,60,15
30,53,61,15
30,54,62,15
30,55,63,15
30,56,64,15
30,57,65,15
30,58,66,15
30,59,67,15
30,60,68,15
30,61,69,15
30,62,70,15
30,63,71,15
30,64,72,15
30,96,104,15
30,100,108,15
30,127,132,18
30,128,133,18
30,160,165,18
30,192,197,18
30,255,260,18
30,256,261,18
30,320,325,18
30,512,517,18
30,576,581,18
30,640,645,18
30,1024,1029,18
30,1120,1125,18
30,1152,1157,18
31,0,31,17
31,1,31,17
31,2,32,17
31,3,32,17
31,4,32,17
31,5,32,17
31,6,33,17
31,7,33,17
31,8,32,17
31,9,33,14
31,10,34,14
31,11,34,14
31,12,34,14
31,13,34,14
31,14,35,14
31,15,35,14
31,16,35,14
31,17,35,14
31,18,36,14
31,19,36,14
31,20,36,14
31,21,39,12
31,22,40,12
31,23,40,12
31,24,40,12
31,25,40,12
31,26,41,12
31,27,41,12
31,28,42,12
31,29,42,12
31,30,43,12
31,31,43,12
31,32,44,13
31,33,45,13
31,34,46,13
31,35,47,13
31,36,48,13
31,37,49,13
31,38,50,13
31,39,51,13
31,40,52,13
31,41,53,13
31,42,54,13
31,43,55,13
31,44,56,13
31,45,57,13
31,46,58,13
31,47,55,15
31,48,56,15
31,49,57,15
31,50,58,15
31,51,59,15
31,52,60,15
31,53,61,15
31,54,62,15
31,55,63,15
31,56,64,15
31,57,65,15
31,58,66,15
31,59,67,15
31,60,68,15
31,61,69,15
31,62,70,15
31,63,71,15
31,64,72,15
31,96,104,15
31,100,108,15
31,127,132,18
31,128,133,18
31,160,165,18
31,192,197,18
31,255,260,18
31,256,261,18
31,320,325,18
31,512,517,18
31,576,581,18
31,640,645,18
31,1024,1029,18
31,1120,1125,18
31,1152,1157,18
32,0,32,17
32,1,32,17
32,2,33,17
32,3,33,17
32,4,33,17
32,5,33,17
32,6,34,17
32,7,34,17
32,8,33,17
32,9,33,17
32,10,35,14
32,11,35,14
32,12,35,14
32,13,35,14
32,14,36,14
32,15,36,14
32,16,36,14
32,17,36,14
32,18,37,14
32,19,37,14
32,20,37,14
32,21,37,14
32,22,41,12
32,23,41,12
32,24,41,12
32,25,41,12
32,26,42,12
32,27,42,12
32,28,43,12
32,29,43,12
32,30,44,12
32,31,44,12
32,32,44,12
32,33,45,13
32,34,46,13
32,35,47,13
32,36,48,13
32,37,49,13
32,38,50,13
32,39,51,13
32,40,52,13
32,41,53,13
32,42,54,13
32,43,55,13
32,44,56,13
32,45,57,13
32,46,58,13
32,47,59,13
32,48,56,15
32,49,57,15
32,50,58,15
32,51,59,15
32,52,60,15
32,53,61,15
32,54,62,15
32,55,63,15
32,56,64,15
32,57,65,15
32,58,66,15
32,59,67,15
32,60,68,15
32,61,69,15
32,62,70,15
32,63,71,15
32,64,72,15
32,96,104,15
32,100,108,15
32,127,131,18
32,128,132,18
32,160,164,18
32,192,196,18
32,255,259,18
32,256,260,18
32,320,324,18
32,512,516,18
32,576,580,18
32,640,644,18
32,1024,1028,18
32,1120,1124,18
32,1152,1156,18
33,0,33,17
33,1,33,17
33,2,34,17
33,3,34,17
33,4,34,17
33,5,34,17
33,6,35,17
33,7,35,17
33,8,34,17
33,9,34,17
33,10,36,14
33,11,36,14
33,12,36,14
33,13,36,14
33,14,37,14
33,15,37,14
33,16,37,14
33,17,37,14
33,18,38,14
33,19,38,14
33,20,38,14
33,21,38,14
33,22,39,14
33,23,42,12
33,24,42,12
33,25,42,12
33,26,43,12
33,27,43,12
33,28,44,12
33,29,44,12
33,30,45,12
33,31,45,12
33,32,45,12
33,33,45,12
33,34,46,13
33,35,47,13
33,36,48,13
33,37,49,13
33,38,50,13
33,39,51,13
33,40,52,13
33,41,53,13
33,42,54,13
33,43,55,13
33,44,56,13
33,45,57,13
33,46,58,13
33,47,59,13
33,48,60,13
33,49,61,13
33,50,58,15
33,51,59,15
33,52,60,15
33,53,61,15
33,54,62,15
33,55,63,15
33,56,64,15
33,57,65,15
33,58,66,15
33,59,67,15
33,60,68,15
33,61,69,15
33,62,70,15
33,63,71,15
33,64,72,15
33,96,104,15
33,100,108,15
33,127,131,18
33,128,132,18
33,160,164,18
33,192,196,18
33,255,259,18
33,256,260,18
33,320,324,18
33,512,516,18
33,576,580,18
33,640,644,18
33,1024,1028,18
33,1120,1124,18
33,1152,1156,18
34,0,34,17
34,1,34,17
34,2,35,17
34,3,35,17
34,4,35,17
34,5,35,17
34,6,36,17
34,7,36,17
34,8,35,17
34,9,35,17
34,10,37,14
34,11,37,14
34,12,37,14
34,13,37,14
34,14,38,14
34,15,38,14
34,16,38,14
34,17,38,14
34,18,39,14
34,19,39,14
34,20,39,14
34,21,39,14
34,22,40,14
34,23,43,12
34,24,43,12
34,25,43,12
34,26,44,12
34,27,44,12
34,28,45,12
34,29,45,12
34,30,46,12
34,31,46,12
34,32,46,12
34,33,46,12
34,34,47,12
34,35,48,13
34,36,49,13
34,37,50,13
34,38,51,13
34,39,52,13
34,40,53,13
34,41,54,13
34,42,55,13
34,43,56,13
34,44,57,13
34,45,58,13
34,46,59,13
34,47,60,13
34,48,61,13
34,49,62,13
34,50,63,13
34,51,60,15
34,52,61,15
34,53,62,15
34,54,63,15
34,55,64,15
34,56,65,15
34,57,66,15
34,58,67,15
34,59,68,15
34,60,69,15
34,61,70,15
34,62,71,15
34,63,72,15
34,64,73,15
34,96,105,15
34,100,109,15
34,127,132,18
34,128,133,18
34,160,165,18
34,192,197,18
34,255,260,18
34,256,261,18
34,320,325,18
34,512,517,18
34,576,581,18
34,640,645,18
34,1024,1029,18
34,1120,1125,18
34,1152,1157,18
35,0,35,17
35,1,35,17
35,2,36,17
35,3,36,17
35,4,36,17
35,5,36,17
35,6,37,17
35,7,37,17
35,8,36,17
35,9,36,17
35,10,37,17
35,11,38,14
35,12,38,14
35,13,38,14
35,14,39,14
35,15,39,14
35,16,39,14
35,17,39,14
35,18,40,14
35,19,40,14
35,20,40,14
35,21,40,14
35,22,41,14
35,23,41,14
35,24,44,12
35,25,44,12
35,26,45,12
35,27,45,12
35,28,46,12
35,29,46,12
35,30,47,12
35,31,47,12
35,32,47,12
35,33,47,12
35,34,48,12
35,35,48,12
35,36,49,13
35,37,50,13
35,38,51,13
35,39,52,13
35,40,53,13
35,41,54,13
35,42,55,13
35,43,56,13
35,44,57,13
35,45,58,13
35,46,59,13
35,47,60,13
35,48,61,13
35,49,62,13
35,50,63,13
35,51,64,13
35,52,65,13
35,53,62,15
35,54,63,15
35,55,64,15
35,56,65,15
35,57,66,15
35,58,67,15
35,59,68,15
35,60,69,15
35,61,70,15
35,62,71,15
35,63,72,15
35,64,73,15
35,96,105,15
35,100,109,15
35,127,132,18
35,128,133,18
35,160,165,18
35,192,197,18
35,255,260,18
35,256,261,18
35,320,325,18
35,512,517,18
35,576,581,18
35,640,645,18
35,1024,1029,18
35,1120,1125,18
35,1152,1157,18
36,0,36,17
36,1,36,17
36,2,37,17
36,3,37,17
36,4,37,17
36,5,37,17
36,6,38,17
36,7,38,17
36,8,37,17
36,9,37,17
36,10,38,17
36,11,39,14
36,12,39,14
36,13,39,14
36,14,40,14
36,15,40,14
36,16,40,14
36,17,40,14
36,18,41,14
36,19,41,14
36,20,41,14
36,21,41,14
36,22,42,14
36,23,42,14
36,24,42,14
36,25,45,12
36,26,46,12
36,27,46,12
36,28,47,12
36,29,47,12
36,30,48,12
36,31,48,12
36,32,48,12
36,33,48,12
36,34,49,12
36,35,49,12
36,36,50,12
36,37,51,13
36,38,52,13
36,39,53,13
36,40,54,13
36,41,55,13
36,42,56,13
36,43,57,13
36,44,58,13
36,45,59,13
36,46,60,13
36,47,61,13
36,48,62,13
36,49,63,13
36,50,64,13
36,51,65,13
36,52,66,13
36,53,67,13
36,54,63,15
36,55,64,15
36,56,65,15
36,57,66,15
36,58,67,15
36,59,68,15
36,60,69,15
36,61,70,15
36,62,71,15
36,63,72,15
36,64,73,15
36,96,105,15
36,100,109,15
36,127,132,18
36,128,133,18
36,160,165,18
36,192,197,18
36,255,260,18
36,256,261,18
36,320,325,18
36,512,517,18
36,576,581,18
36,640,645,18
36,1024,1029,18
36,1120,1125,18
36,1152,1157,18
37,0,37,17
37,1,37,17
37,2,38,17
37,3,38,17
37,4,38,17
37,5,38,17
37,6,39,17
37,7,39,17
37,8,38,17
37,9,38,17
37,10,39,17
37,11,40,14
37,12,40,14
37,13,40,14
37,14,41,14
37,15,41,14
37,16,41,14
37,17,41,14
37,18,42,14
37,19,42,14
37,20,42,14
37,21,42,14
37,22,43,14
37,23,43,14
37,24,43,14
37,25,46,12
37,26,47,12
37,27,47,12
37,28,48,12
37,29,48,12
37,30,49,12
37,31,49,12
37,32,49,12
37,33,49,12
37,34,50,12
37,35,50,12
37,36,51,12
37,37,51,12
37,38,52,13
37,39,53,13
37,40,54,13
37,41,55,13
37,42,56,13
37,43,57,13
37,44,58,13
37,45,59,13
37,46,60,13
37,47,61,13
37,48,62,13
37,49,63,13
37,50,64,13
37,51,65,13
37,52,66,13
37,53,67,13
37,54,68,13
37,55,69,13
37,56,65,15
37,57,66,15
37,58,67,15
37,59,68,15
37,60,69,15
37,61,70,15
37,62,71,15
37,63,72,15
37,64,73,15
37,96,105,15
37,100,109,15
37,127,136,15
37,128,137,15
37,160,165,18
37,192,197,18
37,255,260,18
37,256,261,18
37,320,325,18
37,512,517,18
37,576,581,18
37,640,645,18
37,1024,1029,18
37,1120,1125,18
37,1152,1157,18
38,0,38,17
38,1,38,17
38,2,39,17
38,3,39,17
38,4,39,17
38,5,39,17
38,6,40,17
38,7,40,17
38,8,39,17
38,9,39,17
38,10,40,17
38,11,41,14
38,12,41,14
38,13,41,14
38,14,42,14
38,15,42,14
38,16,42,14
38,17,42,14
38,18,43,14
38,19,43,14
38,20,43,14
38,21,43,14
38,22,44,14
38,23,44,14
38,24,44,14
38,25,44,14
38,26,48,12
38,27,48,12
38,28,49,12
38,29,49,12
38,30,50,12
38,31,50,12
38,32,50,12
38,33,50,12
38,34,51,12
38,35,51,12
38,36,52,12
38,37,52,12
38,38,53,12
38,39,54,13
38,40,55,13
38,41,56,13
38,42,57,13
38,43,58,13
38,44,59,13
38,45,60,13
38,46,61,13
38,47,62,13
38,48,63,13
38,49,64,13
38,50,65,13
38,51,66,13
38,52,67,13
38,53,68,13
38,54,69,13
38,55,70,13
38,56,71,13
38,57,67,15
38,58,68,15
38,59,69,15
38,60,70,15
38,61,71,15
38,62,72,15
38,63,73,15
38,64,74,15
38,96,106,15
38,100,110,15
38,127,137,15
38,128,138,15
38,160,166,18
38,192,198,18
38,255,261,18
38,256,262,18
38,320,326,18
38,512,518,18
38,576,582,18
38,640,646,18
38,1024,1030,18
38,1120,1126,18
38,1152,1158,18
39,0,39,17
39,1,39,17
39,2,40,17
39,3,40,17
39,4,40,17
39,5,40,17
39,6,41,17
39,7,41,17
39,8,40,17
39,9,40,17
39,10,41,17
39,11,41,17
39,12,42,14
39,13,42,14
39,14,43,14
39,15,43,14
39,16,43,14
39,17,43,14
39,18,44,14
39,19,44,14
39,20,44,14
39,21,44,14
39,22,45,14
39,23,45,14
39,24,45,14
39,25,45,14
39,26,46,14
39,27,49,12
39,28,50,12
39,29,50,12
39,30,51,12
39,31,51,12
39,32,51,12
39,33,51,12
39,34,52,12
39,35,52,12
39,36,53,12
39,37,53,12
39,38,54,12
39,39,54,12
39,40,55,13
39,41,56,13
39,42,57,13
39,43,58,13
39,44,59,13
39,45,60,13
39,46,61,13
39,47,62,13
39,48,63,13
39,49,64,13
39,50,65,13
39,51,66,13
39,52,67,13
39,53,68,13
39,54,69,13
39,55,70,13
39,56,71,13
39,57,72,13
39,58,73,13
39,59,69,15
39,60,70,15
39,61,71,15
39,62,72,15
39,63,73,15
39,64,74,15
39,96,106,15
39,100,110,15
39,127,137,15
39,128,138,15
39,160,166,18
39,192,198,18
39,255,261,18
39,256,262,18
39,320,326,18
39,512,518,18
39,576,582,18
39,640,646,18
39,1024,1030,18
39,1120,1126,18
39,1152,1158,18
40,0,40,17
40,1,40,17
40,2,41,17
40,3,41,17
40,4,41,17
40,5,41,17
40,6,42,17
40,7,42,17
40,8,41,17
40,9,41,17
40,10,42,17
40,11,42,17
40,12,43,14
40,13,43,14
40,14,44,14
40,15,44,14
40,16,44,14
40,17,44,14
40,18,45,14
40,19,45,14
40,20,45,14
40,21,45,14
40,22,46,14
40,23,46,14
40,24,46,14
40,25,46,14
40,26,47,14
40,27,50,12
40,28,51,12
40,29,51,12
40,30,52,12
40,31,52,12
40,32,52,12
40,33,52,12
40,34,53,12
40,35,53,12
40,36,54,12
40,37,54,12
40,38,55,12
40,39,55,12
40,40,55,12
40,41,56,13
40,42,57,13
40,43,58,13
40,44,59,13
40,45,60,13
40,46,61,13
40,47,62,13
40,48,63,13
40,49,64,13
40,50,65,13
40,51,66,13
40,52,67,13
40,53,68,13
40,54,69,13
40,55,70,13
40,56,71,13
40,57,72,13
40,58,73,13
40,59,74,13
40,60,70,15
40,61,71,15
40,62,72,15
40,63,73,15
40,64,74,15
40,96,106,15
40,100,110,15
40,127,137,15
40,128,138,15
40,160,165,18
40,192,197,18
40,255,260,18
40,256,261,18
40,320,325,18
40,512,517,18
40,576,581,18
40,640,645,18
40,1024,1029,18
40,1120,1125,18
40,1152,1157,18
41,0,41,17
41,1,41,17
41,2,42,17
41,3,42,17
41,4,42,17
41,5,42,17
41,6,43,17
41,7,43,17
41,8,42,17
41,9,42,17
41,10,43,17
41,11,43,17
41,12,44,14
41,13,44,14
41,14,45,14
41,15,45,14
41,16,45,14
41,17,45,14
41,18,46,14
41,19,46,14
41,20,46,14
41,21,46,14
41,22,47,14
41,23,47,14
41,24,47,14
41,25,47,14
41,26,48,14
41,27,48,14
41,28,52,12
41,29,52,12
41,30,53,12
41,31,53,12
41,32,53,12
41,33,53,12
41,34,54,12
41,35,54,12
41,36,55,12
41,37,55,12
41,38,56,12
41,39,56,12
41,40,56,12
41,41,56,12
41,42,57,13
41,43,58,13
41,44,59,13
41,45,60,13
41,46,61,13
41,47,62,13
41,48,63,13
41,49,64,13
41,50,65,13
41,51,66,13
41,52,67,13
41,53,68,13
41,54,69,13
41,55,70,13
41,56,71,13
41,57,72,13
41,58,73,13
41,59,74,13
41,60,75,13
41,61,76,13
41,62,72,15
41,63,73,15
41,64,74,15
41,96,106,15
41,100,110,15
41,127,137,15
41,128,138,15
41,160,165,18
41,192,197,18
41,255,260,18
41,256,261,18
41,320,325,18
41,512,517,18
41,576,581,18
41,640,645,18
41,1024,1029,18
41,1120,1125,18
41,1152,1157,18
42,0,42,17
42,1,42,17
42,2,43,17
42,3,43,17
42,4,43,17
42,5,43,17
42,6,44,17
42,7,44,17
42,8,43,17
42,9,43,17
42,10,44,17
42,11,44,17
42,12,44,17
42,13,45,14
42,14,46,14
42,15,46,14
42,16,46,14
42,17,46,14
42,18,47,14
42,19,47,14
42,20,47,14
42,21,47,14
42,22,48,14
42,23,48,14
42,24,48,14
42,25,48,14
42,26,49,14
42,27,49,14
42,28,49,14
42,29,53,12
42,30,54,12
42,31,54,12
42,32,54,12
42,33,54,12
42,34,55,12
42,35,55,12
42,36,56,12
42,37,56,12
42,38,57,12
42,39,57,12
42,40,57,12
42,41,57,12
42,42,58,12
42,43,59,13
42,44,60,13
42,45,61,13
42,46,62,13
42,47,63,13
42,48,64,13
42,49,65,13
42,50,66,13
42,51,67,13
42,52,68,13
42,53,69,13
42,54,70,13
42,55,71,13
42,56,72,13
42,57,73,13
42,58,74,13
42,59,75,13
42,60,76,13
42,61,77,13
42,62,78,13
42,63,74,15
42,64,75,15
42,96,107,15
42,100,111,15
42,127,138,15
42,128,139,15
42,160,166,18
42,192,198,18
42,255,261,18
42,256,262,18
42,320,326,18
42,512,518,18
42,576,582,18
42,640,646,18
42,1024,1030,18
42,1120,1126,18
42,1152,1158,18
43,0,43,17
43,1,43,17
43,2,44,17
43,3,44,17
43,4,44,17
43,5,44,17
43,6,45,17
43,7,45,17
43,8,44,17
43,9,44,17
43,10,45,17
43,11,45,17
43,12,45,17
43,13,46,14
43,14,47,14
43,15,47,14
43,16,47,14
43,17,47,14
43,18,48,14
43,19,48,14
43,20,48,14
43,21,48,14
