sprite,dx,dz,origin,distance
15,32,0,0,32
15,32,1,0,32
15,32,16,0,36
15,32,32,0,44
15,32,64,0,72
15,64,-64,0,88
15,64,-32,0,72
15,64,-16,0,66
15,64,-1,0,64
15,64,0,0,64
15,64,1,0,64
15,64,16,0,66
15,64,32,0,72
15,64,64,0,88
16,-64,-64,0,88
16,-64,-32,0,72
16,-64,-16,0,66
16,-64,-1,0,64
16,-64,0,0,64
16,-64,1,0,64
16,-64,16,0,66
16,-64,32,0,72
16,-64,64,0,88
16,-32,-64,0,72
16,-32,-32,0,44
16,-32,-16,0,36
16,-32,-1,0,32
16,-32,0,0,32
16,-32,1,0,32
16,-32,16,0,36
16,-32,32,0,44
16,-32,64,0,72
16,-16,-64,0,66
16,-16,-32,0,36
16,-16,-16,0,22
16,-16,-1,0,16
16,-16,0,0,16
16,-16,1,0,16
16,-16,16,0,22
16,-16,32,0,36
16,-16,64,0,66
16,-1,-64,0,64
16,-1,-32,0,32
16,-1,-16,0,16
16,-1,-1,0,1
16,-1,0,0,1
16,-1,1,0,1
16,-1,16,0,16
16,-1,32,0,32
16,-1,64,0,64
16,0,-64,0,64
16,0,-32,0,32
16,0,-16,0,16
16,0,-1,0,1
16,0,0,0,0
16,0,1,0,1
16,0,16,0,16
16,0,32,0,32
16,0,64,0,64
16,1,-64,0,64
16,1,-32,0,32
16,1,-16,0,16
16,1,-1,0,1
16,1,0,0,1
16,1,1,0,1
16,1,16,0,16
16,1,32,0,32
16,1,64,0,64
16,16,-64,0,66
16,16,-32,0,36
16,16,-16,0,22
16,16,-1,0,16
16,16,0,0,16
16,16,1,0,16
16,16,16,0,22
16,16,32,0,36
16,16,64,0,66
16,32,-64,0,72
16,32,-32,0,44
16,32,-16,0,36
16,32,-1,0,32
16,32,0,0,32
16,32,1,0,32
16,32,16,0,36
16,32,32,0,44
16,32,64,0,72
16,64,-64,0,88
16,64,-32,0,72
16,64,-16,0,66
16,64,-1,0,64
16,64,0,0,64
16,64,1,0,64
16,64,16,0,66
16,64,32,0,72
16,64,64,0,88
17,-64,-64,0,88
17,-64,-32,0,72
17,-64,-16,0,66
17,-64,-1,0,64
17,-64,0,0,64
17,-64,1,0,64
17,-64,16,0,66
17,-64,32,0,72
17,-64,64,0,88
17,-32,-64,0,72
17,-32,-32,0,44
17,-32,-16,0,36
17,-32,-1,0,32
17,-32,0,0,32
17,-32,1,0,32
17,-32,16,0,36
17,-32,32,0,44
17,-32,64,0,72
17,-16,-64,0,66
17,-16,-32,0,36
17,-16,-16,0,22
17,-16,-1,0,16
17,-16,0,0,16
17,-16,1,0,16
17,-16,16,0,22
17,-16,32,0,36
17,-16,64,0,66
17,-1,-64,0,64
17,-1,-32,0,32
17,-1,-16,0,16
17,-1,-1,0,1
17,-1,0,0,1
17,-1,1,0,1
17,-1,16,0,16
17,-1,32,0,32
17,-1,64,0,64
17,0,-64,0,64
17,0,-32,0,32
17,0,-16,0,16
17,0,-1,0,1
17,0,0,0,0
17,0,1,0,1
17,0,16,0,16
17,0,32,0,32
17,0,64,0,64
17,1,-64,0,64
17,1,-32,0,32
17,1,-16,0,16
17,1,-1,0,1
17,1,0,0,1
17,1,1,0,1
17,1,16,0,16
17,1,32,0,32
17,1,64,0,64
17,16,-64,0,66
17,16,-32,0,36
17,16,-16,0,22
17,16,-1,0,16
17,16,0,0,16
17,16,1,0,16
17,16,16,0,22
17,16,32,0,36
17,16,64,0,66
17,32,-64,0,72
17,32,-32,0,44
17,32,-16,0,36
17,32,-1,0,32
17,32,0,0,32
17,32,1,0,32
17,32,16,0,36
17,32,32,0,44
17,32,64,0,72
17,64,-64,0,88
17,64,-32,0,72
17,64,-16,0,66
17,64,-1,0,64
17,64,0,0,64
17,64,1,0,64
17,64,16,0,66
17,64,32,0,72
17,64,64,0,88
18,-64,-64,0,88
18,-64,-32,0,72
18,-64,-16,0,66
18,-64,-1,0,64
18,-64,0,0,64
18,-64,1,0,64
18,-64,16,0,66
18,-64,32,0,72
18,-64,64,0,88
18,-32,-64,0,72
18,-32,-32,0,44
18,-32,-16,0,36
18,-32,-1,0,32
18,-32,0,0,32
18,-32,1,0,32
18,-32,16,0,36
18,-32,32,0,44
18,-32,64,0,72
18,-16,-64,0,66
18,-16,-32,0,36
18,-16,-16,0,22
18,-16,-1,0,16
18,-16,0,0,16
18,-16,1,0,16
18,-16,16,0,22
18,-16,32,0,36
18,-16,64,0,66
18,-1,-64,0,64
18,-1,-32,0,32
18,-1,-16,0,16
18,-1,-1,0,1
18,-1,0,0,1
18,-1,1,0,1
18,-1,16,0,16
18,-1,32,0,32
18,-1,64,0,64
18,0,-64,0,64
18,0,-32,0,32
18,0,-16,0,16
18,0,-1,0,1
18,0,0,0,0
18,0,1,0,1
18,0,16,0,16
18,0,32,0,32
18,0,64,0,64
18,1,-64,0,64
18,1,-32,0,32
18,1,-16,0,16
18,1,-1,0,1
18,1,0,0,1
18,1,1,0,1
18,1,16,0,16
18,1,32,0,32
18,1,64,0,64
18,16,-64,0,66
18,16,-32,0,36
18,16,-16,0,22
18,16,-1,0,16
18,16,0,0,16
18,16,1,0,16
18,16,16,0,22
18,16,32,0,36
18,16,64,0,66
18,32,-64,0,72
18,32,-32,0,44
18,32,-16,0,36
18,32,-1,0,32
18,32,0,0,32
18,32,1,0,32
18,32,16,0,36
18,32,32,0,44
18,32,64,0,72
18,64,-64,0,88
18,64,-32,0,72
18,64,-16,0,66
18,64,-1,0,64
18,64,0,0,64
18,64,1,0,64
18,64,16,0,66
18,64,32,0,72
18,64,64,0,88
19,-64,-64,0,88
19,-64,-32,0,72
19,-64,-16,0,66
19,-64,-1,0,64
19,-64,0,0,64
19,-64,1,0,64
19,-64,16,0,66
19,-64,32,0,72
19,-64,64,0,88
19,-32,-64,0,72
19,-32,-32,0,44
19,-32,-16,0,36
19,-32,-1,0,32
19,-32,0,0,32
19,-32,1,0,32
19,-32,16,0,36
19,-32,32,0,44
19,-32,64,0,72
19,-16,-64,0,66
19,-16,-32,0,36
19,-16,-16,0,22
19,-16,-1,0,16
19,-16,0,0,16
19,-16,1,0,16
19,-16,16,0,22
19,-16,32,0,36
19,-16,64,0,66
19,-1,-64,0,64
19,-1,-32,0,32
19,-1,-16,0,16
19,-1,-1,0,1
19,-1,0,0,1
19,-1,1,0,1
19,-1,16,0,16
19,-1,32,0,32
19,-1,64,0,64
19,0,-64,0,64
19,0,-32,0,32
19,0,-16,0,16
19,0,-1,0,1
19,0,0,0,0
19,0,1,0,1
19,0,16,0,16
19,0,32,0,32
19,0,64,0,64
19,1,-64,0,64
19,1,-32,0,32
19,1,-16,0,16
19,1,-1,0,1
19,1,0,0,1
19,1,1,0,1
19,1,16,0,16
19,1,32,0,32
19,1,64,0,64
19,16,-64,0,66
19,16,-32,0,36
19,16,-16,0,22
19,16,-1,0,16
19,16,0,0,16
19,16,1,0,16
19,16,16,0,22
19,16,32,0,36
19,16,64,0,66
19,32,-64,0,72
19,32,-32,0,44
19,32,-16,0,36
19,32,-1,0,32
19,32,0,0,32
19,32,1,0,32
19,32,16,0,36
19,32,32,0,44
19,32,64,0,72
19,64,-64,0,88
19,64,-32,0,72
19,64,-16,0,66
19,64,-1,0,64
19,64,0,0,64
19,64,1,0,64
19,64,16,0,66
19,64,32,0,72
19,64,64,0,88
20,-64,-64,0,88
20,-64,-32,0,72
20,-64,-16,0,66
20,-64,-1,0,64
20,-64,0,0,64
20,-64,1,0,64
20,-64,16,0,66
20,-64,32,0,72
20,-64,64,0,88
20,-32,-64,0,72
20,-32,-32,0,44
20,-32,-16,0,36
20,-32,-1,0,32
20,-32,0,0,32
20,-32,1,0,32
20,-32,16,0,36
20,-32,32,0,44
20,-32,64,0,72
20,-16,-64,0,66
20,-16,-32,0,36
20,-16,-16,0,22
20,-16,-1,0,16
20,-16,0,0,16
20,-16,1,0,16
20,-16,16,0,22
20,-16,32,0,36
20,-16,64,0,66
20,-1,-64,0,64
20,-1,-32,0,32
20,-1,-16,0,16
20,-1,-1,0,1
20,-1,0,0,1
20,-1,1,0,1
20,-1,16,0,16
20,-1,32,0,32
20,-1,64,0,64
20,0,-64,0,64
20,0,-32,0,32
20,0,-16,0,16
20,0,-1,0,1
20,0,0,0,0
20,0,1,0,1
20,0,16,0,16
20,0,32,0,32
20,0,64,0,64
20,1,-64,0,64
20,1,-32,0,32
20,1,-16,0,16
20,1,-1,0,1
20,1,0,0,1
20,1,1,0,1
20,1,16,0,16
20,1,32,0,32
20,1,64,0,64
20,16,-64,0,66
20,16,-32,0,36
20,16,-16,0,22
20,16,-1,0,16
20,16,0,0,16
20,16,1,0,16
20,16,16,0,22
20,16,32,0,36
20,16,64,0,66
20,32,-64,0,72
20,32,-32,0,44
20,32,-16,0,36
20,32,-1,0,32
20,32,0,0,32
20,32,1,0,32
20,32,16,0,36
20,32,32,0,44
20,32,64,0,72
20,64,-64,0,88
20,64,-32,0,72
20,64,-16,0,66
20,64,-1,0,64
20,64,0,0,64
20,64,1,0,64
20,64,16,0,66
20,64,32,0,72
20,64,64,0,88
21,-64,-64,0,88
21,-64,-32,0,72
21,-64,-16,0,66
21,-64,-1,0,64
21,-64,0,0,64
21,-64,1,0,64
21,-64,16,0,66
21,-64,32,0,72
21,-64,64,0,88
21,-32,-64,0,72
21,-32,-32,0,44
21,-32,-16,0,36
21,-32,-1,0,32
21,-32,0,0,32
21,-32,1,0,32
21,-32,16,0,36
21,-32,32,0,44
21,-32,64,0,72
21,-16,-64,0,66
21,-16,-32,0,36
21,-16,-16,0,22
21,-16,-1,0,16
21,-16,0,0,16
21,-16,1,0,16
21,-16,16,0,22
21,-16,32,0,36
21,-16,64,0,66
21,-1,-64,0,64
21,-1,-32,0,32
21,-1,-16,0,16
21,-1,-1,0,1
21,-1,0,0,1
21,-1,1,0,1
21,-1,16,0,16
21,-1,32,0,32
21,-1,64,0,64
21,0,-64,0,64
21,0,-32,0,32
21,0,-16,0,16
21,0,-1,0,1
21,0,0,0,0
21,0,1,0,1
21,0,16,0,16
21,0,32,0,32
21,0,64,0,64
21,1,-64,0,64
21,1,-32,0,32
21,1,-16,0,16
21,1,-1,0,1
21,1,0,0,1
21,1,1,0,1
21,1,16,0,16
21,1,32,0,32
21,1,64,0,64
21,16,-64,0,66
21,16,-32,0,36
21,16,-16,0,22
21,16,-1,0,16
21,16,0,0,16
21,16,1,0,16
21,16,16,0,22
21,16,32,0,36
21,16,64,0,66
21,32,-64,0,72
21,32,-32,0,44
21,32,-16,0,36
21,32,-1,0,32
21,32,0,0,32
21,32,1,0,32
21,32,16,0,36
21,32,32,0,44
21,32,64,0,72
21,64,-64,0,88
21,64,-32,0,72
21,64,-16,0,66
21,64,-1,0,64
21,64,0,0,64
21,64,1,0,64
21,64,16,0,66
21,64,32,0,72
21,64,64,0,88
22,-64,-64,0,88
22,-64,-32,0,72
22,-64,-16,0,66
22,-64,-1,0,64
22,-64,0,0,64
22,-64,1,0,64
22,-64,16,0,66
22,-64,32,0,72
22,-64,64,0,88
22,-32,-64,0,72
22,-32,-32,0,44
22,-32,-16,0,36
22,-32,-1,0,32
22,-32,0,0,32
22,-32,1,0,32
22,-32,16,0,36
22,-32,32,0,44
22,-32,64,0,72
22,-16,-64,0,66
22,-16,-32,0,36
22,-16,-16,0,22
22,-16,-1,0,16
22,-16,0,0,16
22,-16,1,0,16
22,-16,16,0,22
22,-16,32,0,36
22,-16,64,0,66
22,-1,-64,0,64
22,-1,-32,0,32
22,-1,-16,0,16
22,-1,-1,0,1
22,-1,0,0,1
22,-1,1,0,1
22,-1,16,0,16
22,-1,32,0,32
22,-1,64,0,64
22,0,-64,0,64
22,0,-32,0,32
22,0,-16,0,16
22,0,-1,0,1
22,0,0,0,0
22,0,1,0,1
22,0,16,0,16
22,0,32,0,32
22,0,64,0,64
22,1,-64,0,64
22,1,-32,0,32
22,1,-16,0,16
22,1,-1,0,1
22,1,0,0,1
22,1,1,0,1
22,1,16,0,16
22,1,32,0,32
22,1,64,0,64
22,16,-64,0,66
22,16,-32,0,36
22,16,-16,0,22
22,16,-1,0,16
22,16,0,0,16
22,16,1,0,16
22,16,16,0,22
22,16,32,0,36
22,16,64,0,66
22,32,-64,0,72
22,32,-32,0,44
22,32,-16,0,36
22,32,-1,0,32
22,32,0,0,32
22,32,1,0,32
22,32,16,0,36
22,32,32,0,44
22,32,64,0,72
22,64,-64,0,88
22,64,-32,0,72
22,64,-16,0,66
22,64,-1,0,64
22,64,0,0,64
22,64,1,0,64
22,64,16,0,66
22,64,32,0,72
22,64,64,0,88
23,-64,-64,0,88
23,-64,-32,0,72
23,-64,-16,0,66
23,-64,-1,0,64
23,-64,0,0,64
23,-64,1,0,64
23,-64,16,0,66
23,-64,32,0,72
23,-64,64,0,88
23,-32,-64,0,72
23,-32,-32,0,44
23,-32,-16,0,36
23,-32,-1,0,32
23,-32,0,0,32
23,-32,1,0,32
23,-32,16,0,36
23,-32,32,0,44
23,-32,64,0,72
23,-16,-64,0,66
23,-16,-32,0,36
23,-16,-16,0,22
23,-16,-1,0,16
23,-16,0,0,16
23,-16,1,0,16
23,-16,16,0,22
23,-16,32,0,36
23,-16,64,0,66
23,-1,-64,0,64
23,-1,-32,0,32
23,-1,-16,0,16
23,-1,-1,0,1
23,-1,0,0,1
23,-1,1,0,1
23,-1,16,0,16
23,-1,32,0,32
23,-1,64,0,64
23,0,-64,0,64
23,0,-32,0,32
23,0,-16,0,16
23,0,-1,0,1
23,0,0,0,0
23,0,1,0,1
23,0,16,0,16
23,0,32,0,32
23,0,64,0,64
23,1,-64,0,64
23,1,-32,0,32
23,1,-16,0,16
23,1,-1,0,1
23,1,0,0,1
23,1,1,0,1
23,1,16,0,16
23,1,32,0,32
23,1,64,0,64
23,16,-64,0,66
23,16,-32,0,36
23,16,-16,0,22
23,16,-1,0,16
23,16,0,0,16
23,16,1,0,16
23,16,16,0,22
23,16,32,0,36
23,16,64,0,66
23,32,-64,0,72
23,32,-32,0,44
23,32,-16,0,36
23,32,-1,0,32
23,32,0,0,32
23,32,1,0,32
23,32,16,0,36
23,32,32,0,44
23,32,64,0,72
23,64,-64,0,88
23,64,-32,0,72
23,64,-16,0,66
23,64,-1,0,64
23,64,0,0,64
23,64,1,0,64
23,64,16,0,66
23,64,32,0,72
23,64,64,0,88
24,-64,-64,0,88
24,-64,-32,0,72
24,-64,-16,0,66
24,-64,-1,0,64
24,-64,0,0,64
24,-64,1,0,64
24,-64,16,0,66
24,-64,32,0,72
24,-64,64,0,88
24,-32,-64,0,72
24,-32,-32,0,44
24,-32,-16,0,36
24,-32,-1,0,32
24,-32,0,0,32
24,-32,1,0,32
24,-32,16,0,36
24,-32,32,0,44
24,-32,64,0,72
24,-16,-64,0,66
24,-16,-32,0,36
24,-16,-16,0,22
24,-16,-1,0,16
24,-16,0,0,16
24,-16,1,0,16
24,-16,16,0,22
24,-16,32,0,36
24,-16,64,0,66
24,-1,-64,0,64
24,-1,-32,0,32
24,-1,-16,0,16
24,-1,-1,0,1
24,-1,0,0,1
24,-1,1,0,1
24,-1,16,0,16
24,-1,32,0,32
24,-1,64,0,64
24,0,-64,0,64
24,0,-32,0,32
24,0,-16,0,16
24,0,-1,0,1
24,0,0,0,0
24,0,1,0,1
24,0,16,0,16
24,0,32,0,32
24,0,64,0,64
24,1,-64,0,64
24,1,-32,0,32
24,1,-16,0,16
24,1,-1,0,1
24,1,0,0,1
24,1,1,0,1
24,1,16,0,16
24,1,32,0,32
24,1,64,0,64
24,16,-64,0,66
24,16,-32,0,36
24,16,-16,0,22
24,16,-1,0,16
24,16,0,0,16
24,16,1,0,16
24,16,16,0,22
24,16,32,0,36
24,16,64,0,66
24,32,-64,0,72
24,32,-32,0,44
24,32,-16,0,36
24,32,-1,0,32
24,32,0,0,32
24,32,1,0,32
24,32,16,0,36
24,32,32,0,44
24,32,64,0,72
24,64,-64,0,88
24,64,-32,0,72
24,64,-16,0,66
24,64,-1,0,64
24,64,0,0,64
24,64,1,0,64
24,64,16,0,66
24,64,32,0,72
24,64,64,0,88
25,-64,-64,0,88
25,-64,-32,0,72
25,-64,-16,0,66
25,-64,-1,0,64
25,-64,0,0,64
25,-64,1,0,64
25,-64,16,0,66
25,-64,32,0,72
25,-64,64,0,88
25,-32,-64,0,72
25,-32,-32,0,44
25,-32,-16,0,36
25,-32,-1,0,32
25,-32,0,0,32
25,-32,1,0,32
25,-32,16,0,36
25,-32,32,0,44
25,-32,64,0,72
25,-16,-64,0,66
25,-16,-32,0,36
25,-16,-16,0,22
25,-16,-1,0,16
25,-16,0,0,16
25,-16,1,0,16
25,-16,16,0,22
25,-16,32,0,36
25,-16,64,0,66
25,-1,-64,0,64
25,-1,-32,0,32
25,-1,-16,0,16
25,-1,-1,0,1
25,-1,0,0,1
25,-1,1,0,1
25,-1,16,0,16
25,-1,32,0,32
25,-1,64,0,64
25,0,-64,0,64
25,0,-32,0,32
25,0,-16,0,16
25,0,-1,0,1
25,0,0,0,0
25,0,1,0,1
25,0,16,0,16
25,0,32,0,32
25,0,64,0,64
25,1,-64,0,64
25,1,-32,0,32
25,1,-16,0,16
25,1,-1,0,1
25,1,0,0,1
25,1,1,0,1
25,1,16,0,16
25,1,32,0,32
25,1,64,0,64
25,16,-64,0,66
25,16,-32,0,36
25,16,-16,0,22
25,16,-1,0,16
25,16,0,0,16
25,16,1,0,16
25,16,16,0,22
25,16,32,0,36
25,16,64,0,66
25,32,-64,0,72
25,32,-32,0,44
25,32,-16,0,36
25,32,-1,0,32
25,32,0,0,32
25,32,1,0,32
25,32,16,0,36
25,32,32,0,44
25,32,64,0,72
25,64,-64,0,88
25,64,-32,0,72
25,64,-16,0,66
25,64,-1,0,64
25,64,0,0,64
25,64,1,0,64
25,64,16,0,66
25,64,32,0,72
25,64,64,0,88
26,-64,-64,0,88
26,-64,-32,0,72
26,-64,-16,0,66
26,-64,-1,0,64
26,-64,0,0,64
26,-64,1,0,64
26,-64,16,0,66
26,-64,32,0,72
26,-64,64,0,88
26,-32,-64,0,72
26,-32,-32,0,44
26,-32,-16,0,36
26,-32,-1,0,32
26,-32,0,0,32
26,-32,1,0,32
26,-32,16,0,36
26,-32,32,0,44
26,-32,64,0,72
26,-16,-64,0,66
26,-16,-32,0,36
26,-16,-16,0,22
26,-16,-1,0,16
26,-16,0,0,16
26,-16,1,0,16
26,-16,16,0,22
26,-16,32,0,36
26,-16,64,0,66
26,-1,-64,0,64
26,-1,-32,0,32
26,-1,-16,0,16
26,-1,-1,0,1
26,-1,0,0,1
26,-1,1,0,1
26,-1,16,0,16
26,-1,32,0,32
26,-1,64,0,64
26,0,-64,0,64
26,0,-32,0,32
26,0,-16,0,16
26,0,-1,0,1
26,0,0,0,0
26,0,1,0,1
26,0,16,0,16
26,0,32,0,32
26,0,64,0,64
26,1,-64,0,64
26,1,-32,0,32
26,1,-16,0,16
26,1,-1,0,1
26,1,0,0,1
26,1,1,0,1
26,1,16,0,16
26,1,32,0,32
26,1,64,0,64
26,16,-64,0,66
26,16,-32,0,36
26,16,-16,0,22
26,16,-1,0,16
26,16,0,0,16
26,16,1,0,16
26,16,16,0,22
26,16,32,0,36
26,16,64,0,66
26,32,-64,0,72
26,32,-32,0,44
26,32,-16,0,36
26,32,-1,0,32
26,32,0,0,32
26,32,1,0,32
26,32,16,0,36
26,32,32,0,44
26,32,64,0,72
26,64,-64,0,88
26,64,-32,0,72
26,64,-16,0,66
26,64,-1,0,64
26,64,0,0,64
26,64,1,0,64
26,64,16,0,66
26,64,32,0,72
26,64,64,0,88
27,-64,-64,0,88
27,-64,-32,0,72
27,-64,-16,0,66
27,-64,-1,0,64
27,-64,0,0,64
27,-64,1,0,64
27,-64,16,0,66
27,-64,32,0,72
27,-64,64,0,88
27,-32,-64,0,72
27,-32,-32,0,44
27,-32,-16,0,36
27,-32,-1,0,32
27,-32,0,0,32
27,-32,1,0,32
27,-32,16,0,36
27,-32,32,0,44
27,-32,64,0,72
27,-16,-64,0,66
27,-16,-32,0,36
27,-16,-16,0,22
27,-16,-1,0,16
27,-16,0,0,16
27,-16,1,0,16
27,-16,16,0,22
27,-16,32,0,36
27,-16,64,0,66
27,-1,-64,0,64
27,-1,-32,0,32
27,-1,-16,0,16
27,-1,-1,0,1
27,-1,0,0,1
27,-1,1,0,1
27,-1,16,0,16
27,-1,32,0,32
27,-1,64,0,64
27,0,-64,0,64
27,0,-32,0,32
27,0,-16,0,16
27,0,-1,0,1
27,0,0,0,0
27,0,1,0,1
27,0,16,0,16
27,0,32,0,32
27,0,64,0,64
27,1,-64,0,64
27,1,-32,0,32
27,1,-16,0,16
27,1,-1,0,1
27,1,0,0,1
27,1,1,0,1
27,1,16,0,16
27,1,32,0,32
27,1,64,0,64
27,16,-64,0,66
27,16,-32,0,36
27,16,-16,0,22
27,16,-1,0,16
27,16,0,0,16
27,16,1,0,16
27,16,16,0,22
27,16,32,0,36
27,16,64,0,66
27,32,-64,0,72
27,32,-32,0,44
27,32,-16,0,36
27,32,-1,0,32
27,32,0,0,32
27,32,1,0,32
27,32,16,0,36
27,32,32,0,44
27,32,64,0,72
27,64,-64,0,88
27,64,-32,0,72
27,64,-16,0,66
27,64,-1,0,64
27,64,0,0,64
27,64,1,0,64
27,64,16,0,66
27,64,32,0,72
27,64,64,0,88
28,-64,-64,0,88
28,-64,-32,0,72
28,-64,-16,0,66
28,-64,-1,0,64
28,-64,0,0,64
28,-64,1,0,64
28,-64,16,0,66
28,-64,32,0,72
28,-64,64,0,88
28,-32,-64,0,72
28,-32,-32,0,44
28,-32,-16,0,36
28,-32,-1,0,32
28,-32,0,0,32
28,-32,1,0,32
28,-32,16,0,36
28,-32,32,0,44
28,-32,64,0,72
28,-16,-64,0,66
28,-16,-32,0,36
28,-16,-16,0,22
28,-16,-1,0,16
28,-16,0,0,16
28,-16,1,0,16
28,-16,16,0,22
28,-16,32,0,36
28,-16,64,0,66
28,-1,-64,0,64
28,-1,-32,0,32
28,-1,-16,0,16
28,-1,-1,0,1
28,-1,0,0,1
28,-1,1,0,1
28,-1,16,0,16
28,-1,32,0,32
28,-1,64,0,64
28,0,-64,0,64
28,0,-32,0,32
28,0,-16,0,16
28,0,-1,0,1
28,0,0,0,0
28,0,1,0,1
28,0,16,0,16
28,0,32,0,32
28,0,64,0,64
28,1,-64,0,64
28,1,-32,0,32
28,1,-16,0,16
28,1,-1,0,1
28,1,0,0,1
28,1,1,0,1
28,1,16,0,16
28,1,32,0,32
28,1,64,0,64
28,16,-64,0,66
28,16,-32,0,36
28,16,-16,0,22
28,16,-1,0,16
28,16,0,0,16
28,16,1,0,16
28,16,16,0,22
28,16,32,0,36
28,16,64,0,66
28,32,-64,0,72
28,32,-32,0,44
28,32,-16,0,36
28,32,-1,0,32
28,32,0,0,32
28,32,1,0,32
28,32,16,0,36
28,32,32,0,44
28,32,64,0,72
28,64,-64,0,88
28,64,-32,0,72
28,64,-16,0,66
28,64,-1,0,64
28,64,0,0,64
28,64,1,0,64
28,64,16,0,66
28,64,32,0,72
28,64,64,0,88
29,-64,-64,0,88
29,-64,-32,0,72
29,-64,-16,0,66
29,-64,-1,0,64
29,-64,0,0,64
29,-64,1,0,64
29,-64,16,0,66
29,-64,32,0,72
29,-64,64,0,88
29,-32,-64,0,72
29,-32,-32,0,44
29,-32,-16,0,36
29,-32,-1,0,32
29,-32,0,0,32
29,-32,1,0,32
29,-32,16,0,36
29,-32,32,0,44
29,-32,64,0,72
29,-16,-64,0,66
29,-16,-32,0,36
29,-16,-16,0,22
29,-16,-1,0,16
29,-16,0,0,16
29,-16,1,0,16
29,-16,16,0,22
29,-16,32,0,36
29,-16,64,0,66
29,-1,-64,0,64
29,-1,-32,0,32
29,-1,-16,0,16
29,-1,-1,0,1
29,-1,0,0,1
29,-1,1,0,1
29,-1,16,0,16
29,-1,32,0,32
29,-1,64,0,64
29,0,-64,0,64
29,0,-32,0,32
29,0,-16,0,16
29,0,-1,0,1
29,0,0,0,0
29,0,1,0,1
29,0,16,0,16
29,0,32,0,32
29,0,64,0,64
29,1,-64,0,64
29,1,-32,0,32
29,1,-16,0,16
29,1,-1,0,1
29,1,0,0,1
29,1,1,0,1
29,1,16,0,16
29,1,32,0,32
29,1,64,0,64
29,16,-64,0,66
29,16,-32,0,36
29,16,-16,0,22
29,16,-1,0,16
29,16,0,0,16
29,16,1,0,16
29,16,16,0,22
29,16,32,0,36
29,16,64,0,66
29,32,-64,0,72
29,32,-32,0,44
29,32,-16,0,36
29,32,-1,0,32
29,32,0,0,32
29,32,1,0,32
29,32,16,0,36
29,32,32,0,44
29,32,64,0,72
29,64,-64,0,88
29,64,-32,0,72
29,64,-16,0,66
29,64,-1,0,64
29,64,0,0,64
29,64,1,0,64
29,64,16,0,66
29,64,32,0,72
29,64,64,0,88
30,-64,-64,0,88
30,-64,-32,0,72
30,-64,-16,0,66
30,-64,-1,0,64
30,-64,0,0,64
30,-64,1,0,64
30,-64,16,0,66
30,-64,32,0,72
30,-64,64,0,88
30,-32,-64,0,72
30,-32,-32,0,44
30,-32,-16,0,36
30,-32,-1,0,32
30,-32,0,0,32
30,-32,1,0,32
30,-32,16,0,36
30,-32,32,0,44
30,-32,64,0,72
30,-16,-64,0,66
30,-16,-32,0,36
30,-16,-16,0,22
30,-16,-1,0,16
30,-16,0,0,16
30,-16,1,0,16
30,-16,16,0,22
30,-16,32,0,36
30,-16,64,0,66
30,-1,-64,0,64
30,-1,-32,0,32
30,-1,-16,0,16
30,-1,-1,0,1
30,-1,0,0,1
30,-1,1,0,1
30,-1,16,0,16
30,-1,32,0,32
30,-1,64,0,64
30,0,-64,0,64
30,0,-32,0,32
30,0,-16,0,16
30,0,-1,0,1
30,0,0,0,0
30,0,1,0,1
30,0,16,0,16
30,0,32,0,32
30,0,64,0,64
30,1,-64,0,64
30,1,-32,0,32
30,1,-16,0,16
30,1,-1,0,1
30,1,0,0,1
30,1,1,0,1
30,1,16,0,16
30,1,32,0,32
30,1,64,0,64
30,16,-64,0,66
30,16,-32,0,36
30,16,-16,0,22
30,16,-1,0,16
30,16,0,0,16
30,16,1,0,16
30,16,16,0,22
30,16,32,0,36
30,16,64,0,66
30,32,-64,0,72
30,32,-32,0,44
30,32,-16,0,36
30,32,-1,0,32
30,32,0,0,32
30,32,1,0,32
30,32,16,0,36
30,32,32,0,44
30,32,64,0,72
30,64,-64,0,88
30,64,-32,0,72
30,64,-16,0,66
30,64,-1,0,64
30,64,0,0,64
30,64,1,0,64
30,64,16,0,66
30,64,32,0,72
30,64,64,0,88
31,-64,-64,0,88
31,-64,-32,0,72
31,-64,-16,0,66
31,-64,-1,0,64
31,-64,0,0,64
31,-64,1,0,64
31,-64,16,0,66
31,-64,32,0,72
31,-64,64,0,88
31,-32,-64,0,72
31,-32,-32,0,44
31,-32,-16,0,36
31,-32,-1,0,32
31,-32,0,0,32
31,-32,1,0,32
31,-32,16,0,36
31,-32,32,0,44
31,-32,64,0,72
31,-16,-64,0,66
31,-16,-32,0,36
31,-16,-16,0,22
31,-16,-1,0,16
31,-16,0,0,16
31,-16,1,0,16
31,-16,16,0,22
31,-16,32,0,36
31,-16,64,0,66
31,-1,-64,0,64
31,-1,-32,0,32
31,-1,-16,0,16
31,-1,-1,0,1
31,-1,0,0,1
31,-1,1,0,1
31,-1,16,0,16
31,-1,32,0,32
31,-1,64,0,64
31,0,-64,0,64
31,0,-32,0,32
31,0,-16,0,16
31,0,-1,0,1
31,0,0,0,0
31,0,1,0,1
31,0,16,0,16
31,0,32,0,32
31,0,64,0,64
31,1,-64,0,64
31,1,-32,0,32
31,1,-16,0,16
31,1,-1,0,1
31,1,0,0,1
31,1,1,0,1
31,1,16,0,16
31,1,32,0,32
31,1,64,0,64
